file_order,col_name,col_type,length,col_description,codes,code_map
443,ENRGYPLN,Num,8,Energy management plan,"1=Yes
2=No
Missing=Not applicable","{'00001 - 06436': 'continuous numerical range', '1': 'Yes', '2': 'No', '3': '501 to 1,000', '4': '1,001 to 2,000', '5': 'Over 2,000', '6': 'Swamp cooler', '7': 'Other electric air conditioning equipment', '8': 'Natural gas chiller', '9': 'Other natural gas air conditioning equipment', '11': 'Other fuel oil/diesel/kerosene air conditioning equipment', '12': 'Propane chiller', '13': 'Other propane air conditioning equipment', '14': 'Steam chiller', '15': 'Other steam air conditioning equipment', '16': 'District chilled water system', '17': 'Other source air conditioning equipment', '18': 'Fuel oil space heater', '23': 'Propane heat pump', '24': 'Propane space heater', '25': 'Propane fireplace', '26': 'Other propane heating equipment', '91': 'Other', '1,001 - 2,100,000': 'continuous numerical range', '10': 'Fuel oil/diesel/kerosene chiller', '1 - 9': 'continuous numerical range', '994': '10 - 14', '995': 'More than 10', '0 - 4': 'continuous numerical range', 'Missing': 'Not applicable', '7 - 50': 'continuous numerical range', '1 - 30': 'continuous numerical range', '1 - 10': 'continuous numerical range', '19': 'Other fuel oil heating equipment', '20': 'Propane furnace', '21': 'Propane packaged unit', '22': 'Propane boiler', '27': 'District steam heating system', '28': 'District hot water heating system', '29': 'Wood furnace', '30': 'Wood space heater', '31': 'Wood fireplace', '32': 'Other wood heating equipment', '33': 'Coal furnace', '34': 'Coal boiler', '35': 'Other coal heating equipment', '36': 'Solar thermal heating', '37': 'Other source furnace', '38': 'Other source packaged unit', '39': 'Other source boiler', '40': 'Other source space heater', '42': 'Other source other heating equipment', '43': 'Other retail', '44': 'Post office/postal center', '46': 'Vehicle service/repair shop', '47': 'Vehicle storage/maintenance', '48': 'Other service', '49': 'Other', '50': 'Strip shopping mall', '51': 'Enclosed mall', '52': 'Courthouse/probation office', '54': 'Middle/junior high school', '55': 'Multi-grade school (any K-12)', '25 - 2,000': 'continuous numerical range', '99995': 'More than 1,000', '0 - 15,000': 'continuous numerical range', '999995': 'More than 15,000', '12 - 10,000': 'continuous numerical range', '0 - 1,000': 'continuous numerical range', '15 - 250': 'continuous numerical range', '9995': 'More than 250', '2 - 1,000': 'continuous numerical range', '97': 'Withheld to protect confidentiality', '0 - 200': 'continuous numerical range', '996': 'Withheld to protect confidentiality', '0 - 12': 'continuous numerical range', '0 - 100': 'continuous numerical range', '0 - 168': 'continuous numerical range', '0 - 6,500': 'continuous numerical range', '1 - 100': 'continuous numerical range', '41': 'Other source fireplace', '50 - 12,155': 'continuous numerical range'}"
444,SNACK,Num,8,"Snack bar, concession stand, coffee shop,  breakfast area","1=Yes
2=No
Missing=Not applicable","{'00001 - 06436': 'continuous numerical range', '1': 'Yes', '2': 'No', '3': '501 to 1,000', '4': '1,001 to 2,000', '5': 'Over 2,000', '6': 'Swamp cooler', '7': 'Other electric air conditioning equipment', '8': 'Natural gas chiller', '9': 'Other natural gas air conditioning equipment', '11': 'Other fuel oil/diesel/kerosene air conditioning equipment', '12': 'Propane chiller', '13': 'Other propane air conditioning equipment', '14': 'Steam chiller', '15': 'Other steam air conditioning equipment', '16': 'District chilled water system', '17': 'Other source air conditioning equipment', '18': 'Fuel oil space heater', '23': 'Propane heat pump', '24': 'Propane space heater', '25': 'Propane fireplace', '26': 'Other propane heating equipment', '91': 'Other', '1,001 - 2,100,000': 'continuous numerical range', '10': 'Fuel oil/diesel/kerosene chiller', '1 - 9': 'continuous numerical range', '994': '10 - 14', '995': 'More than 10', '0 - 4': 'continuous numerical range', 'Missing': 'Not applicable', '7 - 50': 'continuous numerical range', '1 - 30': 'continuous numerical range', '1 - 10': 'continuous numerical range', '19': 'Other fuel oil heating equipment', '20': 'Propane furnace', '21': 'Propane packaged unit', '22': 'Propane boiler', '27': 'District steam heating system', '28': 'District hot water heating system', '29': 'Wood furnace', '30': 'Wood space heater', '31': 'Wood fireplace', '32': 'Other wood heating equipment', '33': 'Coal furnace', '34': 'Coal boiler', '35': 'Other coal heating equipment', '36': 'Solar thermal heating', '37': 'Other source furnace', '38': 'Other source packaged unit', '39': 'Other source boiler', '40': 'Other source space heater', '42': 'Other source other heating equipment', '43': 'Other retail', '44': 'Post office/postal center', '46': 'Vehicle service/repair shop', '47': 'Vehicle storage/maintenance', '48': 'Other service', '49': 'Other', '50': 'Strip shopping mall', '51': 'Enclosed mall', '52': 'Courthouse/probation office', '54': 'Middle/junior high school', '55': 'Multi-grade school (any K-12)', '25 - 2,000': 'continuous numerical range', '99995': 'More than 1,000', '0 - 15,000': 'continuous numerical range', '999995': 'More than 15,000', '12 - 10,000': 'continuous numerical range', '0 - 1,000': 'continuous numerical range', '15 - 250': 'continuous numerical range', '9995': 'More than 250', '2 - 1,000': 'continuous numerical range', '97': 'Withheld to protect confidentiality', '0 - 200': 'continuous numerical range', '996': 'Withheld to protect confidentiality', '0 - 12': 'continuous numerical range', '0 - 100': 'continuous numerical range', '0 - 168': 'continuous numerical range', '0 - 6,500': 'continuous numerical range', '1 - 100': 'continuous numerical range', '41': 'Other source fireplace', '50 - 12,155': 'continuous numerical range'}"
445,FASTFD,Num,8,Fast food or small restaurant,"1=Yes
2=No
Missing=Not applicable","{'00001 - 06436': 'continuous numerical range', '1': 'Yes', '2': 'No', '3': '501 to 1,000', '4': '1,001 to 2,000', '5': 'Over 2,000', '6': 'Swamp cooler', '7': 'Other electric air conditioning equipment', '8': 'Natural gas chiller', '9': 'Other natural gas air conditioning equipment', '11': 'Other fuel oil/diesel/kerosene air conditioning equipment', '12': 'Propane chiller', '13': 'Other propane air conditioning equipment', '14': 'Steam chiller', '15': 'Other steam air conditioning equipment', '16': 'District chilled water system', '17': 'Other source air conditioning equipment', '18': 'Fuel oil space heater', '23': 'Propane heat pump', '24': 'Propane space heater', '25': 'Propane fireplace', '26': 'Other propane heating equipment', '91': 'Other', '1,001 - 2,100,000': 'continuous numerical range', '10': 'Fuel oil/diesel/kerosene chiller', '1 - 9': 'continuous numerical range', '994': '10 - 14', '995': 'More than 10', '0 - 4': 'continuous numerical range', 'Missing': 'Not applicable', '7 - 50': 'continuous numerical range', '1 - 30': 'continuous numerical range', '1 - 10': 'continuous numerical range', '19': 'Other fuel oil heating equipment', '20': 'Propane furnace', '21': 'Propane packaged unit', '22': 'Propane boiler', '27': 'District steam heating system', '28': 'District hot water heating system', '29': 'Wood furnace', '30': 'Wood space heater', '31': 'Wood fireplace', '32': 'Other wood heating equipment', '33': 'Coal furnace', '34': 'Coal boiler', '35': 'Other coal heating equipment', '36': 'Solar thermal heating', '37': 'Other source furnace', '38': 'Other source packaged unit', '39': 'Other source boiler', '40': 'Other source space heater', '42': 'Other source other heating equipment', '43': 'Other retail', '44': 'Post office/postal center', '46': 'Vehicle service/repair shop', '47': 'Vehicle storage/maintenance', '48': 'Other service', '49': 'Other', '50': 'Strip shopping mall', '51': 'Enclosed mall', '52': 'Courthouse/probation office', '54': 'Middle/junior high school', '55': 'Multi-grade school (any K-12)', '25 - 2,000': 'continuous numerical range', '99995': 'More than 1,000', '0 - 15,000': 'continuous numerical range', '999995': 'More than 15,000', '12 - 10,000': 'continuous numerical range', '0 - 1,000': 'continuous numerical range', '15 - 250': 'continuous numerical range', '9995': 'More than 250', '2 - 1,000': 'continuous numerical range', '97': 'Withheld to protect confidentiality', '0 - 200': 'continuous numerical range', '996': 'Withheld to protect confidentiality', '0 - 12': 'continuous numerical range', '0 - 100': 'continuous numerical range', '0 - 168': 'continuous numerical range', '0 - 6,500': 'continuous numerical range', '1 - 100': 'continuous numerical range', '41': 'Other source fireplace', '50 - 12,155': 'continuous numerical range'}"
446,CAF,Num,8,Cafeteria or large restaurant,"1=Yes
2=No
Missing=Not applicable","{'00001 - 06436': 'continuous numerical range', '1': 'Yes', '2': 'No', '3': '501 to 1,000', '4': '1,001 to 2,000', '5': 'Over 2,000', '6': 'Swamp cooler', '7': 'Other electric air conditioning equipment', '8': 'Natural gas chiller', '9': 'Other natural gas air conditioning equipment', '11': 'Other fuel oil/diesel/kerosene air conditioning equipment', '12': 'Propane chiller', '13': 'Other propane air conditioning equipment', '14': 'Steam chiller', '15': 'Other steam air conditioning equipment', '16': 'District chilled water system', '17': 'Other source air conditioning equipment', '18': 'Fuel oil space heater', '23': 'Propane heat pump', '24': 'Propane space heater', '25': 'Propane fireplace', '26': 'Other propane heating equipment', '91': 'Other', '1,001 - 2,100,000': 'continuous numerical range', '10': 'Fuel oil/diesel/kerosene chiller', '1 - 9': 'continuous numerical range', '994': '10 - 14', '995': 'More than 10', '0 - 4': 'continuous numerical range', 'Missing': 'Not applicable', '7 - 50': 'continuous numerical range', '1 - 30': 'continuous numerical range', '1 - 10': 'continuous numerical range', '19': 'Other fuel oil heating equipment', '20': 'Propane furnace', '21': 'Propane packaged unit', '22': 'Propane boiler', '27': 'District steam heating system', '28': 'District hot water heating system', '29': 'Wood furnace', '30': 'Wood space heater', '31': 'Wood fireplace', '32': 'Other wood heating equipment', '33': 'Coal furnace', '34': 'Coal boiler', '35': 'Other coal heating equipment', '36': 'Solar thermal heating', '37': 'Other source furnace', '38': 'Other source packaged unit', '39': 'Other source boiler', '40': 'Other source space heater', '42': 'Other source other heating equipment', '43': 'Other retail', '44': 'Post office/postal center', '46': 'Vehicle service/repair shop', '47': 'Vehicle storage/maintenance', '48': 'Other service', '49': 'Other', '50': 'Strip shopping mall', '51': 'Enclosed mall', '52': 'Courthouse/probation office', '54': 'Middle/junior high school', '55': 'Multi-grade school (any K-12)', '25 - 2,000': 'continuous numerical range', '99995': 'More than 1,000', '0 - 15,000': 'continuous numerical range', '999995': 'More than 15,000', '12 - 10,000': 'continuous numerical range', '0 - 1,000': 'continuous numerical range', '15 - 250': 'continuous numerical range', '9995': 'More than 250', '2 - 1,000': 'continuous numerical range', '97': 'Withheld to protect confidentiality', '0 - 200': 'continuous numerical range', '996': 'Withheld to protect confidentiality', '0 - 12': 'continuous numerical range', '0 - 100': 'continuous numerical range', '0 - 168': 'continuous numerical range', '0 - 6,500': 'continuous numerical range', '1 - 100': 'continuous numerical range', '41': 'Other source fireplace', '50 - 12,155': 'continuous numerical range'}"
447,FDPREP,Num,8,"Large kitchen, commercial kitchen, other large food prep area","1=Yes
2=No
Missing=Not applicable","{'00001 - 06436': 'continuous numerical range', '1': 'Yes', '2': 'No', '3': '501 to 1,000', '4': '1,001 to 2,000', '5': 'Over 2,000', '6': 'Swamp cooler', '7': 'Other electric air conditioning equipment', '8': 'Natural gas chiller', '9': 'Other natural gas air conditioning equipment', '11': 'Other fuel oil/diesel/kerosene air conditioning equipment', '12': 'Propane chiller', '13': 'Other propane air conditioning equipment', '14': 'Steam chiller', '15': 'Other steam air conditioning equipment', '16': 'District chilled water system', '17': 'Other source air conditioning equipment', '18': 'Fuel oil space heater', '23': 'Propane heat pump', '24': 'Propane space heater', '25': 'Propane fireplace', '26': 'Other propane heating equipment', '91': 'Other', '1,001 - 2,100,000': 'continuous numerical range', '10': 'Fuel oil/diesel/kerosene chiller', '1 - 9': 'continuous numerical range', '994': '10 - 14', '995': 'More than 10', '0 - 4': 'continuous numerical range', 'Missing': 'Not applicable', '7 - 50': 'continuous numerical range', '1 - 30': 'continuous numerical range', '1 - 10': 'continuous numerical range', '19': 'Other fuel oil heating equipment', '20': 'Propane furnace', '21': 'Propane packaged unit', '22': 'Propane boiler', '27': 'District steam heating system', '28': 'District hot water heating system', '29': 'Wood furnace', '30': 'Wood space heater', '31': 'Wood fireplace', '32': 'Other wood heating equipment', '33': 'Coal furnace', '34': 'Coal boiler', '35': 'Other coal heating equipment', '36': 'Solar thermal heating', '37': 'Other source furnace', '38': 'Other source packaged unit', '39': 'Other source boiler', '40': 'Other source space heater', '42': 'Other source other heating equipment', '43': 'Other retail', '44': 'Post office/postal center', '46': 'Vehicle service/repair shop', '47': 'Vehicle storage/maintenance', '48': 'Other service', '49': 'Other', '50': 'Strip shopping mall', '51': 'Enclosed mall', '52': 'Courthouse/probation office', '54': 'Middle/junior high school', '55': 'Multi-grade school (any K-12)', '25 - 2,000': 'continuous numerical range', '99995': 'More than 1,000', '0 - 15,000': 'continuous numerical range', '999995': 'More than 15,000', '12 - 10,000': 'continuous numerical range', '0 - 1,000': 'continuous numerical range', '15 - 250': 'continuous numerical range', '9995': 'More than 250', '2 - 1,000': 'continuous numerical range', '97': 'Withheld to protect confidentiality', '0 - 200': 'continuous numerical range', '996': 'Withheld to protect confidentiality', '0 - 12': 'continuous numerical range', '0 - 100': 'continuous numerical range', '0 - 168': 'continuous numerical range', '0 - 6,500': 'continuous numerical range', '1 - 100': 'continuous numerical range', '41': 'Other source fireplace', '50 - 12,155': 'continuous numerical range'}"
448,KITCHN,Num,8,Small kitchen area,"1=Yes
2=No
Missing=Not applicable","{'00001 - 06436': 'continuous numerical range', '1': 'Yes', '2': 'No', '3': '501 to 1,000', '4': '1,001 to 2,000', '5': 'Over 2,000', '6': 'Swamp cooler', '7': 'Other electric air conditioning equipment', '8': 'Natural gas chiller', '9': 'Other natural gas air conditioning equipment', '11': 'Other fuel oil/diesel/kerosene air conditioning equipment', '12': 'Propane chiller', '13': 'Other propane air conditioning equipment', '14': 'Steam chiller', '15': 'Other steam air conditioning equipment', '16': 'District chilled water system', '17': 'Other source air conditioning equipment', '18': 'Fuel oil space heater', '23': 'Propane heat pump', '24': 'Propane space heater', '25': 'Propane fireplace', '26': 'Other propane heating equipment', '91': 'Other', '1,001 - 2,100,000': 'continuous numerical range', '10': 'Fuel oil/diesel/kerosene chiller', '1 - 9': 'continuous numerical range', '994': '10 - 14', '995': 'More than 10', '0 - 4': 'continuous numerical range', 'Missing': 'Not applicable', '7 - 50': 'continuous numerical range', '1 - 30': 'continuous numerical range', '1 - 10': 'continuous numerical range', '19': 'Other fuel oil heating equipment', '20': 'Propane furnace', '21': 'Propane packaged unit', '22': 'Propane boiler', '27': 'District steam heating system', '28': 'District hot water heating system', '29': 'Wood furnace', '30': 'Wood space heater', '31': 'Wood fireplace', '32': 'Other wood heating equipment', '33': 'Coal furnace', '34': 'Coal boiler', '35': 'Other coal heating equipment', '36': 'Solar thermal heating', '37': 'Other source furnace', '38': 'Other source packaged unit', '39': 'Other source boiler', '40': 'Other source space heater', '42': 'Other source other heating equipment', '43': 'Other retail', '44': 'Post office/postal center', '46': 'Vehicle service/repair shop', '47': 'Vehicle storage/maintenance', '48': 'Other service', '49': 'Other', '50': 'Strip shopping mall', '51': 'Enclosed mall', '52': 'Courthouse/probation office', '54': 'Middle/junior high school', '55': 'Multi-grade school (any K-12)', '25 - 2,000': 'continuous numerical range', '99995': 'More than 1,000', '0 - 15,000': 'continuous numerical range', '999995': 'More than 15,000', '12 - 10,000': 'continuous numerical range', '0 - 1,000': 'continuous numerical range', '15 - 250': 'continuous numerical range', '9995': 'More than 250', '2 - 1,000': 'continuous numerical range', '97': 'Withheld to protect confidentiality', '0 - 200': 'continuous numerical range', '996': 'Withheld to protect confidentiality', '0 - 12': 'continuous numerical range', '0 - 100': 'continuous numerical range', '0 - 168': 'continuous numerical range', '0 - 6,500': 'continuous numerical range', '1 - 100': 'continuous numerical range', '41': 'Other source fireplace', '50 - 12,155': 'continuous numerical range'}"
449,BREAKRM,Num,8,"Employee lounge, break room, vending, pantry","1=Yes
2=No
Missing=Not applicable","{'00001 - 06436': 'continuous numerical range', '1': 'Yes', '2': 'No', '3': '501 to 1,000', '4': '1,001 to 2,000', '5': 'Over 2,000', '6': 'Swamp cooler', '7': 'Other electric air conditioning equipment', '8': 'Natural gas chiller', '9': 'Other natural gas air conditioning equipment', '11': 'Other fuel oil/diesel/kerosene air conditioning equipment', '12': 'Propane chiller', '13': 'Other propane air conditioning equipment', '14': 'Steam chiller', '15': 'Other steam air conditioning equipment', '16': 'District chilled water system', '17': 'Other source air conditioning equipment', '18': 'Fuel oil space heater', '23': 'Propane heat pump', '24': 'Propane space heater', '25': 'Propane fireplace', '26': 'Other propane heating equipment', '91': 'Other', '1,001 - 2,100,000': 'continuous numerical range', '10': 'Fuel oil/diesel/kerosene chiller', '1 - 9': 'continuous numerical range', '994': '10 - 14', '995': 'More than 10', '0 - 4': 'continuous numerical range', 'Missing': 'Not applicable', '7 - 50': 'continuous numerical range', '1 - 30': 'continuous numerical range', '1 - 10': 'continuous numerical range', '19': 'Other fuel oil heating equipment', '20': 'Propane furnace', '21': 'Propane packaged unit', '22': 'Propane boiler', '27': 'District steam heating system', '28': 'District hot water heating system', '29': 'Wood furnace', '30': 'Wood space heater', '31': 'Wood fireplace', '32': 'Other wood heating equipment', '33': 'Coal furnace', '34': 'Coal boiler', '35': 'Other coal heating equipment', '36': 'Solar thermal heating', '37': 'Other source furnace', '38': 'Other source packaged unit', '39': 'Other source boiler', '40': 'Other source space heater', '42': 'Other source other heating equipment', '43': 'Other retail', '44': 'Post office/postal center', '46': 'Vehicle service/repair shop', '47': 'Vehicle storage/maintenance', '48': 'Other service', '49': 'Other', '50': 'Strip shopping mall', '51': 'Enclosed mall', '52': 'Courthouse/probation office', '54': 'Middle/junior high school', '55': 'Multi-grade school (any K-12)', '25 - 2,000': 'continuous numerical range', '99995': 'More than 1,000', '0 - 15,000': 'continuous numerical range', '999995': 'More than 15,000', '12 - 10,000': 'continuous numerical range', '0 - 1,000': 'continuous numerical range', '15 - 250': 'continuous numerical range', '9995': 'More than 250', '2 - 1,000': 'continuous numerical range', '97': 'Withheld to protect confidentiality', '0 - 200': 'continuous numerical range', '996': 'Withheld to protect confidentiality', '0 - 12': 'continuous numerical range', '0 - 100': 'continuous numerical range', '0 - 168': 'continuous numerical range', '0 - 6,500': 'continuous numerical range', '1 - 100': 'continuous numerical range', '41': 'Other source fireplace', '50 - 12,155': 'continuous numerical range'}"
450,OTFDRM,Num,8,Other type of food preparation or serving area,"1=Yes
2=No
Missing=Not applicable","{'00001 - 06436': 'continuous numerical range', '1': 'Yes', '2': 'No', '3': '501 to 1,000', '4': '1,001 to 2,000', '5': 'Over 2,000', '6': 'Swamp cooler', '7': 'Other electric air conditioning equipment', '8': 'Natural gas chiller', '9': 'Other natural gas air conditioning equipment', '11': 'Other fuel oil/diesel/kerosene air conditioning equipment', '12': 'Propane chiller', '13': 'Other propane air conditioning equipment', '14': 'Steam chiller', '15': 'Other steam air conditioning equipment', '16': 'District chilled water system', '17': 'Other source air conditioning equipment', '18': 'Fuel oil space heater', '23': 'Propane heat pump', '24': 'Propane space heater', '25': 'Propane fireplace', '26': 'Other propane heating equipment', '91': 'Other', '1,001 - 2,100,000': 'continuous numerical range', '10': 'Fuel oil/diesel/kerosene chiller', '1 - 9': 'continuous numerical range', '994': '10 - 14', '995': 'More than 10', '0 - 4': 'continuous numerical range', 'Missing': 'Not applicable', '7 - 50': 'continuous numerical range', '1 - 30': 'continuous numerical range', '1 - 10': 'continuous numerical range', '19': 'Other fuel oil heating equipment', '20': 'Propane furnace', '21': 'Propane packaged unit', '22': 'Propane boiler', '27': 'District steam heating system', '28': 'District hot water heating system', '29': 'Wood furnace', '30': 'Wood space heater', '31': 'Wood fireplace', '32': 'Other wood heating equipment', '33': 'Coal furnace', '34': 'Coal boiler', '35': 'Other coal heating equipment', '36': 'Solar thermal heating', '37': 'Other source furnace', '38': 'Other source packaged unit', '39': 'Other source boiler', '40': 'Other source space heater', '42': 'Other source other heating equipment', '43': 'Other retail', '44': 'Post office/postal center', '46': 'Vehicle service/repair shop', '47': 'Vehicle storage/maintenance', '48': 'Other service', '49': 'Other', '50': 'Strip shopping mall', '51': 'Enclosed mall', '52': 'Courthouse/probation office', '54': 'Middle/junior high school', '55': 'Multi-grade school (any K-12)', '25 - 2,000': 'continuous numerical range', '99995': 'More than 1,000', '0 - 15,000': 'continuous numerical range', '999995': 'More than 15,000', '12 - 10,000': 'continuous numerical range', '0 - 1,000': 'continuous numerical range', '15 - 250': 'continuous numerical range', '9995': 'More than 250', '2 - 1,000': 'continuous numerical range', '97': 'Withheld to protect confidentiality', '0 - 200': 'continuous numerical range', '996': 'Withheld to protect confidentiality', '0 - 12': 'continuous numerical range', '0 - 100': 'continuous numerical range', '0 - 168': 'continuous numerical range', '0 - 6,500': 'continuous numerical range', '1 - 100': 'continuous numerical range', '41': 'Other source fireplace', '50 - 12,155': 'continuous numerical range'}"
451,SNACKSF,Num,8,Snack bar square footage,"50 - 90,000
Missing=Not applicable","{'00001 - 06436': 'continuous numerical range', '1': 'Yes', '2': 'No', '3': '501 to 1,000', '4': '1,001 to 2,000', '5': 'Over 2,000', '6': 'Swamp cooler', '7': 'Other electric air conditioning equipment', '8': 'Natural gas chiller', '9': 'Other natural gas air conditioning equipment', '11': 'Other fuel oil/diesel/kerosene air conditioning equipment', '12': 'Propane chiller', '13': 'Other propane air conditioning equipment', '14': 'Steam chiller', '15': 'Other steam air conditioning equipment', '16': 'District chilled water system', '17': 'Other source air conditioning equipment', '18': 'Fuel oil space heater', '23': 'Propane heat pump', '24': 'Propane space heater', '25': 'Propane fireplace', '26': 'Other propane heating equipment', '91': 'Other', '1,001 - 2,100,000': 'continuous numerical range', '10': 'Fuel oil/diesel/kerosene chiller', '1 - 9': 'continuous numerical range', '994': '10 - 14', '995': 'More than 10', '0 - 4': 'continuous numerical range', 'Missing': 'Not applicable', '7 - 50': 'continuous numerical range', '1 - 30': 'continuous numerical range', '1 - 10': 'continuous numerical range', '19': 'Other fuel oil heating equipment', '20': 'Propane furnace', '21': 'Propane packaged unit', '22': 'Propane boiler', '27': 'District steam heating system', '28': 'District hot water heating system', '29': 'Wood furnace', '30': 'Wood space heater', '31': 'Wood fireplace', '32': 'Other wood heating equipment', '33': 'Coal furnace', '34': 'Coal boiler', '35': 'Other coal heating equipment', '36': 'Solar thermal heating', '37': 'Other source furnace', '38': 'Other source packaged unit', '39': 'Other source boiler', '40': 'Other source space heater', '42': 'Other source other heating equipment', '43': 'Other retail', '44': 'Post office/postal center', '46': 'Vehicle service/repair shop', '47': 'Vehicle storage/maintenance', '48': 'Other service', '49': 'Other', '50': 'Strip shopping mall', '51': 'Enclosed mall', '52': 'Courthouse/probation office', '54': 'Middle/junior high school', '55': 'Multi-grade school (any K-12)', '25 - 2,000': 'continuous numerical range', '99995': 'More than 1,000', '0 - 15,000': 'continuous numerical range', '999995': 'More than 15,000', '12 - 10,000': 'continuous numerical range', '0 - 1,000': 'continuous numerical range', '15 - 250': 'continuous numerical range', '9995': 'More than 250', '2 - 1,000': 'continuous numerical range', '97': 'Withheld to protect confidentiality', '0 - 200': 'continuous numerical range', '996': 'Withheld to protect confidentiality', '0 - 12': 'continuous numerical range', '0 - 100': 'continuous numerical range', '0 - 168': 'continuous numerical range', '0 - 6,500': 'continuous numerical range', '1 - 100': 'continuous numerical range', '41': 'Other source fireplace', '50 - 12,155': 'continuous numerical range', '50 - 90,000': 'continuous numerical range'}"
452,FASTFDSF,Num,8,Fast food square footage,"10 - 100,000
Missing=Not applicable","{'00001 - 06436': 'continuous numerical range', '1': 'Yes', '2': 'No', '3': '501 to 1,000', '4': '1,001 to 2,000', '5': 'Over 2,000', '6': 'Swamp cooler', '7': 'Other electric air conditioning equipment', '8': 'Natural gas chiller', '9': 'Other natural gas air conditioning equipment', '11': 'Other fuel oil/diesel/kerosene air conditioning equipment', '12': 'Propane chiller', '13': 'Other propane air conditioning equipment', '14': 'Steam chiller', '15': 'Other steam air conditioning equipment', '16': 'District chilled water system', '17': 'Other source air conditioning equipment', '18': 'Fuel oil space heater', '23': 'Propane heat pump', '24': 'Propane space heater', '25': 'Propane fireplace', '26': 'Other propane heating equipment', '91': 'Other', '1,001 - 2,100,000': 'continuous numerical range', '10': 'Fuel oil/diesel/kerosene chiller', '1 - 9': 'continuous numerical range', '994': '10 - 14', '995': 'More than 10', '0 - 4': 'continuous numerical range', 'Missing': 'Not applicable', '7 - 50': 'continuous numerical range', '1 - 30': 'continuous numerical range', '1 - 10': 'continuous numerical range', '19': 'Other fuel oil heating equipment', '20': 'Propane furnace', '21': 'Propane packaged unit', '22': 'Propane boiler', '27': 'District steam heating system', '28': 'District hot water heating system', '29': 'Wood furnace', '30': 'Wood space heater', '31': 'Wood fireplace', '32': 'Other wood heating equipment', '33': 'Coal furnace', '34': 'Coal boiler', '35': 'Other coal heating equipment', '36': 'Solar thermal heating', '37': 'Other source furnace', '38': 'Other source packaged unit', '39': 'Other source boiler', '40': 'Other source space heater', '42': 'Other source other heating equipment', '43': 'Other retail', '44': 'Post office/postal center', '46': 'Vehicle service/repair shop', '47': 'Vehicle storage/maintenance', '48': 'Other service', '49': 'Other', '50': 'Strip shopping mall', '51': 'Enclosed mall', '52': 'Courthouse/probation office', '54': 'Middle/junior high school', '55': 'Multi-grade school (any K-12)', '25 - 2,000': 'continuous numerical range', '99995': 'More than 1,000', '0 - 15,000': 'continuous numerical range', '999995': 'More than 15,000', '12 - 10,000': 'continuous numerical range', '0 - 1,000': 'continuous numerical range', '15 - 250': 'continuous numerical range', '9995': 'More than 250', '2 - 1,000': 'continuous numerical range', '97': 'Withheld to protect confidentiality', '0 - 200': 'continuous numerical range', '996': 'Withheld to protect confidentiality', '0 - 12': 'continuous numerical range', '0 - 100': 'continuous numerical range', '0 - 168': 'continuous numerical range', '0 - 6,500': 'continuous numerical range', '1 - 100': 'continuous numerical range', '41': 'Other source fireplace', '50 - 12,155': 'continuous numerical range', '50 - 90,000': 'continuous numerical range', '10 - 100,000': 'continuous numerical range'}"
