file_order,col_name,col_type,length,format,col_description,codes,code_map
1100.0,ELRFBTU,Num,8.0,,Electricity refrigeration use (thous Btu),,"{'00001 - 06720': 'continuous numerical range', '1': 'Yes', '2': 'No', '3': 'Combination of both', '4': 'No windows', '5': 'Not lit at all during off hours', '6': 'Some other energy source', '7': 'Undetermined', '8': 'Refused', '9': 'Dont know', '01': '1 to 4', '02': '5 to 9', '04': '20 to 49', '05': '50 to 99', '06': '100 to 249', '07': '250 to 499', '08': '500 or more', '11': '2,500 to 4,999', '12': '5,000 or More', '13': 'Industrial complex', '14': 'Transportation complex such as a terminal, depot, or airport', '15': 'Other type of campus or complex', '16': 'Fire station/police station', '17': 'Other public order and safety', '18': 'Medical office (diagnostic)', '23': 'Library', '24': 'Recreation', '25': 'Social/meeting', '26': 'Other public assembly', '91': 'Other', 'Missing': 'Not applicable', '1,001 - 1,500,000': 'continuous numerical range', '03': '10 to 19', '09': '1,000 or more', '10': '2,500 or more', '1 - 14': 'continuous numerical range', '994': '15 to 25', '995': 'More than 200', '0 - 7': 'continuous numerical range', '6 - 50': 'continuous numerical range', '1 - 50': 'continuous numerical range', '1 - 20': 'continuous numerical range', '1946 - 2012': 'continuous numerical range', '97': 'Withheld to protect confidentiality', '19': 'Clinic/other outpatient health', '20': 'Refrigerated warehouse', '21': 'Religious worship', '22': 'Entertainment/culture', '27': 'College/university', '28': 'Other', '1 - 100': 'continuous numerical range', '20 - 1,500': 'continuous numerical range', '99,995': 'More than 900', '0 - 15,000': 'continuous numerical range', '999995': 'More than 15,000', '10 - 8,000': 'continuous numerical range', '0 - 700': 'continuous numerical range', '25 - 250': 'continuous numerical range', '9,995': '500 or more', '16 - 250': 'continuous numerical range', '2 - 900': 'continuous numerical range', '0 - 200': 'continuous numerical range', '0 - 12': 'continuous numerical range', '0 - 100': 'continuous numerical range', '0 - 168': 'continuous numerical range', '0 - 6,500': 'continuous numerical range', '0 - 60': 'continuous numerical range', '999': 'Dont know', '3 ': 'Bought both ways', '2 - 16,000': 'continuous numerical range', '999,999': 'Dont know', '0 - 20': 'continuous numerical range', '1 - 1,000': 'continuous numerical range', '99995': 'More than 1,000', '1 - 350': 'continuous numerical range', '1 - 300': 'continuous numerical range', '1 - 500': 'continuous numerical range', '0 - 4,195': 'continuous numerical range', '00': 'Zero', '0 - 1,420': 'continuous numerical range', '0 - 5,000': 'continuous numerical range', '0 - 499': 'continuous numerical range', '1 - 200': 'continuous numerical range', '1 - 1,500': 'continuous numerical range', 'no code': 'continuous numerical value'}"
1101.0,ELOFBTU,Num,8.0,,Electricity office equipment use (thous Btu),,"{'00001 - 06720': 'continuous numerical range', '1': 'Yes', '2': 'No', '3': 'Combination of both', '4': 'No windows', '5': 'Not lit at all during off hours', '6': 'Some other energy source', '7': 'Undetermined', '8': 'Refused', '9': 'Dont know', '01': '1 to 4', '02': '5 to 9', '04': '20 to 49', '05': '50 to 99', '06': '100 to 249', '07': '250 to 499', '08': '500 or more', '11': '2,500 to 4,999', '12': '5,000 or More', '13': 'Industrial complex', '14': 'Transportation complex such as a terminal, depot, or airport', '15': 'Other type of campus or complex', '16': 'Fire station/police station', '17': 'Other public order and safety', '18': 'Medical office (diagnostic)', '23': 'Library', '24': 'Recreation', '25': 'Social/meeting', '26': 'Other public assembly', '91': 'Other', 'Missing': 'Not applicable', '1,001 - 1,500,000': 'continuous numerical range', '03': '10 to 19', '09': '1,000 or more', '10': '2,500 or more', '1 - 14': 'continuous numerical range', '994': '15 to 25', '995': 'More than 200', '0 - 7': 'continuous numerical range', '6 - 50': 'continuous numerical range', '1 - 50': 'continuous numerical range', '1 - 20': 'continuous numerical range', '1946 - 2012': 'continuous numerical range', '97': 'Withheld to protect confidentiality', '19': 'Clinic/other outpatient health', '20': 'Refrigerated warehouse', '21': 'Religious worship', '22': 'Entertainment/culture', '27': 'College/university', '28': 'Other', '1 - 100': 'continuous numerical range', '20 - 1,500': 'continuous numerical range', '99,995': 'More than 900', '0 - 15,000': 'continuous numerical range', '999995': 'More than 15,000', '10 - 8,000': 'continuous numerical range', '0 - 700': 'continuous numerical range', '25 - 250': 'continuous numerical range', '9,995': '500 or more', '16 - 250': 'continuous numerical range', '2 - 900': 'continuous numerical range', '0 - 200': 'continuous numerical range', '0 - 12': 'continuous numerical range', '0 - 100': 'continuous numerical range', '0 - 168': 'continuous numerical range', '0 - 6,500': 'continuous numerical range', '0 - 60': 'continuous numerical range', '999': 'Dont know', '3 ': 'Bought both ways', '2 - 16,000': 'continuous numerical range', '999,999': 'Dont know', '0 - 20': 'continuous numerical range', '1 - 1,000': 'continuous numerical range', '99995': 'More than 1,000', '1 - 350': 'continuous numerical range', '1 - 300': 'continuous numerical range', '1 - 500': 'continuous numerical range', '0 - 4,195': 'continuous numerical range', '00': 'Zero', '0 - 1,420': 'continuous numerical range', '0 - 5,000': 'continuous numerical range', '0 - 499': 'continuous numerical range', '1 - 200': 'continuous numerical range', '1 - 1,500': 'continuous numerical range', 'no code': 'continuous numerical value'}"
1102.0,ELPCBTU,Num,8.0,,Electricity computing use (thous Btu),,"{'00001 - 06720': 'continuous numerical range', '1': 'Yes', '2': 'No', '3': 'Combination of both', '4': 'No windows', '5': 'Not lit at all during off hours', '6': 'Some other energy source', '7': 'Undetermined', '8': 'Refused', '9': 'Dont know', '01': '1 to 4', '02': '5 to 9', '04': '20 to 49', '05': '50 to 99', '06': '100 to 249', '07': '250 to 499', '08': '500 or more', '11': '2,500 to 4,999', '12': '5,000 or More', '13': 'Industrial complex', '14': 'Transportation complex such as a terminal, depot, or airport', '15': 'Other type of campus or complex', '16': 'Fire station/police station', '17': 'Other public order and safety', '18': 'Medical office (diagnostic)', '23': 'Library', '24': 'Recreation', '25': 'Social/meeting', '26': 'Other public assembly', '91': 'Other', 'Missing': 'Not applicable', '1,001 - 1,500,000': 'continuous numerical range', '03': '10 to 19', '09': '1,000 or more', '10': '2,500 or more', '1 - 14': 'continuous numerical range', '994': '15 to 25', '995': 'More than 200', '0 - 7': 'continuous numerical range', '6 - 50': 'continuous numerical range', '1 - 50': 'continuous numerical range', '1 - 20': 'continuous numerical range', '1946 - 2012': 'continuous numerical range', '97': 'Withheld to protect confidentiality', '19': 'Clinic/other outpatient health', '20': 'Refrigerated warehouse', '21': 'Religious worship', '22': 'Entertainment/culture', '27': 'College/university', '28': 'Other', '1 - 100': 'continuous numerical range', '20 - 1,500': 'continuous numerical range', '99,995': 'More than 900', '0 - 15,000': 'continuous numerical range', '999995': 'More than 15,000', '10 - 8,000': 'continuous numerical range', '0 - 700': 'continuous numerical range', '25 - 250': 'continuous numerical range', '9,995': '500 or more', '16 - 250': 'continuous numerical range', '2 - 900': 'continuous numerical range', '0 - 200': 'continuous numerical range', '0 - 12': 'continuous numerical range', '0 - 100': 'continuous numerical range', '0 - 168': 'continuous numerical range', '0 - 6,500': 'continuous numerical range', '0 - 60': 'continuous numerical range', '999': 'Dont know', '3 ': 'Bought both ways', '2 - 16,000': 'continuous numerical range', '999,999': 'Dont know', '0 - 20': 'continuous numerical range', '1 - 1,000': 'continuous numerical range', '99995': 'More than 1,000', '1 - 350': 'continuous numerical range', '1 - 300': 'continuous numerical range', '1 - 500': 'continuous numerical range', '0 - 4,195': 'continuous numerical range', '00': 'Zero', '0 - 1,420': 'continuous numerical range', '0 - 5,000': 'continuous numerical range', '0 - 499': 'continuous numerical range', '1 - 200': 'continuous numerical range', '1 - 1,500': 'continuous numerical range', 'no code': 'continuous numerical value'}"
1103.0,ELOTBTU,Num,8.0,,Electricity miscellaneous use (thous Btu),,"{'00001 - 06720': 'continuous numerical range', '1': 'Yes', '2': 'No', '3': 'Combination of both', '4': 'No windows', '5': 'Not lit at all during off hours', '6': 'Some other energy source', '7': 'Undetermined', '8': 'Refused', '9': 'Dont know', '01': '1 to 4', '02': '5 to 9', '04': '20 to 49', '05': '50 to 99', '06': '100 to 249', '07': '250 to 499', '08': '500 or more', '11': '2,500 to 4,999', '12': '5,000 or More', '13': 'Industrial complex', '14': 'Transportation complex such as a terminal, depot, or airport', '15': 'Other type of campus or complex', '16': 'Fire station/police station', '17': 'Other public order and safety', '18': 'Medical office (diagnostic)', '23': 'Library', '24': 'Recreation', '25': 'Social/meeting', '26': 'Other public assembly', '91': 'Other', 'Missing': 'Not applicable', '1,001 - 1,500,000': 'continuous numerical range', '03': '10 to 19', '09': '1,000 or more', '10': '2,500 or more', '1 - 14': 'continuous numerical range', '994': '15 to 25', '995': 'More than 200', '0 - 7': 'continuous numerical range', '6 - 50': 'continuous numerical range', '1 - 50': 'continuous numerical range', '1 - 20': 'continuous numerical range', '1946 - 2012': 'continuous numerical range', '97': 'Withheld to protect confidentiality', '19': 'Clinic/other outpatient health', '20': 'Refrigerated warehouse', '21': 'Religious worship', '22': 'Entertainment/culture', '27': 'College/university', '28': 'Other', '1 - 100': 'continuous numerical range', '20 - 1,500': 'continuous numerical range', '99,995': 'More than 900', '0 - 15,000': 'continuous numerical range', '999995': 'More than 15,000', '10 - 8,000': 'continuous numerical range', '0 - 700': 'continuous numerical range', '25 - 250': 'continuous numerical range', '9,995': '500 or more', '16 - 250': 'continuous numerical range', '2 - 900': 'continuous numerical range', '0 - 200': 'continuous numerical range', '0 - 12': 'continuous numerical range', '0 - 100': 'continuous numerical range', '0 - 168': 'continuous numerical range', '0 - 6,500': 'continuous numerical range', '0 - 60': 'continuous numerical range', '999': 'Dont know', '3 ': 'Bought both ways', '2 - 16,000': 'continuous numerical range', '999,999': 'Dont know', '0 - 20': 'continuous numerical range', '1 - 1,000': 'continuous numerical range', '99995': 'More than 1,000', '1 - 350': 'continuous numerical range', '1 - 300': 'continuous numerical range', '1 - 500': 'continuous numerical range', '0 - 4,195': 'continuous numerical range', '00': 'Zero', '0 - 1,420': 'continuous numerical range', '0 - 5,000': 'continuous numerical range', '0 - 499': 'continuous numerical range', '1 - 200': 'continuous numerical range', '1 - 1,500': 'continuous numerical range', 'no code': 'continuous numerical value'}"
1104.0,NGHTBTU,Num,8.0,,Natural gas heating use (thous Btu),,"{'00001 - 06720': 'continuous numerical range', '1': 'Yes', '2': 'No', '3': 'Combination of both', '4': 'No windows', '5': 'Not lit at all during off hours', '6': 'Some other energy source', '7': 'Undetermined', '8': 'Refused', '9': 'Dont know', '01': '1 to 4', '02': '5 to 9', '04': '20 to 49', '05': '50 to 99', '06': '100 to 249', '07': '250 to 499', '08': '500 or more', '11': '2,500 to 4,999', '12': '5,000 or More', '13': 'Industrial complex', '14': 'Transportation complex such as a terminal, depot, or airport', '15': 'Other type of campus or complex', '16': 'Fire station/police station', '17': 'Other public order and safety', '18': 'Medical office (diagnostic)', '23': 'Library', '24': 'Recreation', '25': 'Social/meeting', '26': 'Other public assembly', '91': 'Other', 'Missing': 'Not applicable', '1,001 - 1,500,000': 'continuous numerical range', '03': '10 to 19', '09': '1,000 or more', '10': '2,500 or more', '1 - 14': 'continuous numerical range', '994': '15 to 25', '995': 'More than 200', '0 - 7': 'continuous numerical range', '6 - 50': 'continuous numerical range', '1 - 50': 'continuous numerical range', '1 - 20': 'continuous numerical range', '1946 - 2012': 'continuous numerical range', '97': 'Withheld to protect confidentiality', '19': 'Clinic/other outpatient health', '20': 'Refrigerated warehouse', '21': 'Religious worship', '22': 'Entertainment/culture', '27': 'College/university', '28': 'Other', '1 - 100': 'continuous numerical range', '20 - 1,500': 'continuous numerical range', '99,995': 'More than 900', '0 - 15,000': 'continuous numerical range', '999995': 'More than 15,000', '10 - 8,000': 'continuous numerical range', '0 - 700': 'continuous numerical range', '25 - 250': 'continuous numerical range', '9,995': '500 or more', '16 - 250': 'continuous numerical range', '2 - 900': 'continuous numerical range', '0 - 200': 'continuous numerical range', '0 - 12': 'continuous numerical range', '0 - 100': 'continuous numerical range', '0 - 168': 'continuous numerical range', '0 - 6,500': 'continuous numerical range', '0 - 60': 'continuous numerical range', '999': 'Dont know', '3 ': 'Bought both ways', '2 - 16,000': 'continuous numerical range', '999,999': 'Dont know', '0 - 20': 'continuous numerical range', '1 - 1,000': 'continuous numerical range', '99995': 'More than 1,000', '1 - 350': 'continuous numerical range', '1 - 300': 'continuous numerical range', '1 - 500': 'continuous numerical range', '0 - 4,195': 'continuous numerical range', '00': 'Zero', '0 - 1,420': 'continuous numerical range', '0 - 5,000': 'continuous numerical range', '0 - 499': 'continuous numerical range', '1 - 200': 'continuous numerical range', '1 - 1,500': 'continuous numerical range', 'no code': 'continuous numerical value'}"
1105.0,NGCLBTU,Num,8.0,,Natural gas cooling use (thous Btu),,"{'00001 - 06720': 'continuous numerical range', '1': 'Yes', '2': 'No', '3': 'Combination of both', '4': 'No windows', '5': 'Not lit at all during off hours', '6': 'Some other energy source', '7': 'Undetermined', '8': 'Refused', '9': 'Dont know', '01': '1 to 4', '02': '5 to 9', '04': '20 to 49', '05': '50 to 99', '06': '100 to 249', '07': '250 to 499', '08': '500 or more', '11': '2,500 to 4,999', '12': '5,000 or More', '13': 'Industrial complex', '14': 'Transportation complex such as a terminal, depot, or airport', '15': 'Other type of campus or complex', '16': 'Fire station/police station', '17': 'Other public order and safety', '18': 'Medical office (diagnostic)', '23': 'Library', '24': 'Recreation', '25': 'Social/meeting', '26': 'Other public assembly', '91': 'Other', 'Missing': 'Not applicable', '1,001 - 1,500,000': 'continuous numerical range', '03': '10 to 19', '09': '1,000 or more', '10': '2,500 or more', '1 - 14': 'continuous numerical range', '994': '15 to 25', '995': 'More than 200', '0 - 7': 'continuous numerical range', '6 - 50': 'continuous numerical range', '1 - 50': 'continuous numerical range', '1 - 20': 'continuous numerical range', '1946 - 2012': 'continuous numerical range', '97': 'Withheld to protect confidentiality', '19': 'Clinic/other outpatient health', '20': 'Refrigerated warehouse', '21': 'Religious worship', '22': 'Entertainment/culture', '27': 'College/university', '28': 'Other', '1 - 100': 'continuous numerical range', '20 - 1,500': 'continuous numerical range', '99,995': 'More than 900', '0 - 15,000': 'continuous numerical range', '999995': 'More than 15,000', '10 - 8,000': 'continuous numerical range', '0 - 700': 'continuous numerical range', '25 - 250': 'continuous numerical range', '9,995': '500 or more', '16 - 250': 'continuous numerical range', '2 - 900': 'continuous numerical range', '0 - 200': 'continuous numerical range', '0 - 12': 'continuous numerical range', '0 - 100': 'continuous numerical range', '0 - 168': 'continuous numerical range', '0 - 6,500': 'continuous numerical range', '0 - 60': 'continuous numerical range', '999': 'Dont know', '3 ': 'Bought both ways', '2 - 16,000': 'continuous numerical range', '999,999': 'Dont know', '0 - 20': 'continuous numerical range', '1 - 1,000': 'continuous numerical range', '99995': 'More than 1,000', '1 - 350': 'continuous numerical range', '1 - 300': 'continuous numerical range', '1 - 500': 'continuous numerical range', '0 - 4,195': 'continuous numerical range', '00': 'Zero', '0 - 1,420': 'continuous numerical range', '0 - 5,000': 'continuous numerical range', '0 - 499': 'continuous numerical range', '1 - 200': 'continuous numerical range', '1 - 1,500': 'continuous numerical range', 'no code': 'continuous numerical value'}"
1106.0,NGWTBTU,Num,8.0,,Natural gas water heating use (thous Btu),,"{'00001 - 06720': 'continuous numerical range', '1': 'Yes', '2': 'No', '3': 'Combination of both', '4': 'No windows', '5': 'Not lit at all during off hours', '6': 'Some other energy source', '7': 'Undetermined', '8': 'Refused', '9': 'Dont know', '01': '1 to 4', '02': '5 to 9', '04': '20 to 49', '05': '50 to 99', '06': '100 to 249', '07': '250 to 499', '08': '500 or more', '11': '2,500 to 4,999', '12': '5,000 or More', '13': 'Industrial complex', '14': 'Transportation complex such as a terminal, depot, or airport', '15': 'Other type of campus or complex', '16': 'Fire station/police station', '17': 'Other public order and safety', '18': 'Medical office (diagnostic)', '23': 'Library', '24': 'Recreation', '25': 'Social/meeting', '26': 'Other public assembly', '91': 'Other', 'Missing': 'Not applicable', '1,001 - 1,500,000': 'continuous numerical range', '03': '10 to 19', '09': '1,000 or more', '10': '2,500 or more', '1 - 14': 'continuous numerical range', '994': '15 to 25', '995': 'More than 200', '0 - 7': 'continuous numerical range', '6 - 50': 'continuous numerical range', '1 - 50': 'continuous numerical range', '1 - 20': 'continuous numerical range', '1946 - 2012': 'continuous numerical range', '97': 'Withheld to protect confidentiality', '19': 'Clinic/other outpatient health', '20': 'Refrigerated warehouse', '21': 'Religious worship', '22': 'Entertainment/culture', '27': 'College/university', '28': 'Other', '1 - 100': 'continuous numerical range', '20 - 1,500': 'continuous numerical range', '99,995': 'More than 900', '0 - 15,000': 'continuous numerical range', '999995': 'More than 15,000', '10 - 8,000': 'continuous numerical range', '0 - 700': 'continuous numerical range', '25 - 250': 'continuous numerical range', '9,995': '500 or more', '16 - 250': 'continuous numerical range', '2 - 900': 'continuous numerical range', '0 - 200': 'continuous numerical range', '0 - 12': 'continuous numerical range', '0 - 100': 'continuous numerical range', '0 - 168': 'continuous numerical range', '0 - 6,500': 'continuous numerical range', '0 - 60': 'continuous numerical range', '999': 'Dont know', '3 ': 'Bought both ways', '2 - 16,000': 'continuous numerical range', '999,999': 'Dont know', '0 - 20': 'continuous numerical range', '1 - 1,000': 'continuous numerical range', '99995': 'More than 1,000', '1 - 350': 'continuous numerical range', '1 - 300': 'continuous numerical range', '1 - 500': 'continuous numerical range', '0 - 4,195': 'continuous numerical range', '00': 'Zero', '0 - 1,420': 'continuous numerical range', '0 - 5,000': 'continuous numerical range', '0 - 499': 'continuous numerical range', '1 - 200': 'continuous numerical range', '1 - 1,500': 'continuous numerical range', 'no code': 'continuous numerical value'}"
1107.0,NGCKBTU,Num,8.0,,Natural gas cooking use (thous Btu),,"{'00001 - 06720': 'continuous numerical range', '1': 'Yes', '2': 'No', '3': 'Combination of both', '4': 'No windows', '5': 'Not lit at all during off hours', '6': 'Some other energy source', '7': 'Undetermined', '8': 'Refused', '9': 'Dont know', '01': '1 to 4', '02': '5 to 9', '04': '20 to 49', '05': '50 to 99', '06': '100 to 249', '07': '250 to 499', '08': '500 or more', '11': '2,500 to 4,999', '12': '5,000 or More', '13': 'Industrial complex', '14': 'Transportation complex such as a terminal, depot, or airport', '15': 'Other type of campus or complex', '16': 'Fire station/police station', '17': 'Other public order and safety', '18': 'Medical office (diagnostic)', '23': 'Library', '24': 'Recreation', '25': 'Social/meeting', '26': 'Other public assembly', '91': 'Other', 'Missing': 'Not applicable', '1,001 - 1,500,000': 'continuous numerical range', '03': '10 to 19', '09': '1,000 or more', '10': '2,500 or more', '1 - 14': 'continuous numerical range', '994': '15 to 25', '995': 'More than 200', '0 - 7': 'continuous numerical range', '6 - 50': 'continuous numerical range', '1 - 50': 'continuous numerical range', '1 - 20': 'continuous numerical range', '1946 - 2012': 'continuous numerical range', '97': 'Withheld to protect confidentiality', '19': 'Clinic/other outpatient health', '20': 'Refrigerated warehouse', '21': 'Religious worship', '22': 'Entertainment/culture', '27': 'College/university', '28': 'Other', '1 - 100': 'continuous numerical range', '20 - 1,500': 'continuous numerical range', '99,995': 'More than 900', '0 - 15,000': 'continuous numerical range', '999995': 'More than 15,000', '10 - 8,000': 'continuous numerical range', '0 - 700': 'continuous numerical range', '25 - 250': 'continuous numerical range', '9,995': '500 or more', '16 - 250': 'continuous numerical range', '2 - 900': 'continuous numerical range', '0 - 200': 'continuous numerical range', '0 - 12': 'continuous numerical range', '0 - 100': 'continuous numerical range', '0 - 168': 'continuous numerical range', '0 - 6,500': 'continuous numerical range', '0 - 60': 'continuous numerical range', '999': 'Dont know', '3 ': 'Bought both ways', '2 - 16,000': 'continuous numerical range', '999,999': 'Dont know', '0 - 20': 'continuous numerical range', '1 - 1,000': 'continuous numerical range', '99995': 'More than 1,000', '1 - 350': 'continuous numerical range', '1 - 300': 'continuous numerical range', '1 - 500': 'continuous numerical range', '0 - 4,195': 'continuous numerical range', '00': 'Zero', '0 - 1,420': 'continuous numerical range', '0 - 5,000': 'continuous numerical range', '0 - 499': 'continuous numerical range', '1 - 200': 'continuous numerical range', '1 - 1,500': 'continuous numerical range', 'no code': 'continuous numerical value'}"
1108.0,NGOTBTU,Num,8.0,,Natural gas miscellaneous use (thous Btu),,"{'00001 - 06720': 'continuous numerical range', '1': 'Yes', '2': 'No', '3': 'Combination of both', '4': 'No windows', '5': 'Not lit at all during off hours', '6': 'Some other energy source', '7': 'Undetermined', '8': 'Refused', '9': 'Dont know', '01': '1 to 4', '02': '5 to 9', '04': '20 to 49', '05': '50 to 99', '06': '100 to 249', '07': '250 to 499', '08': '500 or more', '11': '2,500 to 4,999', '12': '5,000 or More', '13': 'Industrial complex', '14': 'Transportation complex such as a terminal, depot, or airport', '15': 'Other type of campus or complex', '16': 'Fire station/police station', '17': 'Other public order and safety', '18': 'Medical office (diagnostic)', '23': 'Library', '24': 'Recreation', '25': 'Social/meeting', '26': 'Other public assembly', '91': 'Other', 'Missing': 'Not applicable', '1,001 - 1,500,000': 'continuous numerical range', '03': '10 to 19', '09': '1,000 or more', '10': '2,500 or more', '1 - 14': 'continuous numerical range', '994': '15 to 25', '995': 'More than 200', '0 - 7': 'continuous numerical range', '6 - 50': 'continuous numerical range', '1 - 50': 'continuous numerical range', '1 - 20': 'continuous numerical range', '1946 - 2012': 'continuous numerical range', '97': 'Withheld to protect confidentiality', '19': 'Clinic/other outpatient health', '20': 'Refrigerated warehouse', '21': 'Religious worship', '22': 'Entertainment/culture', '27': 'College/university', '28': 'Other', '1 - 100': 'continuous numerical range', '20 - 1,500': 'continuous numerical range', '99,995': 'More than 900', '0 - 15,000': 'continuous numerical range', '999995': 'More than 15,000', '10 - 8,000': 'continuous numerical range', '0 - 700': 'continuous numerical range', '25 - 250': 'continuous numerical range', '9,995': '500 or more', '16 - 250': 'continuous numerical range', '2 - 900': 'continuous numerical range', '0 - 200': 'continuous numerical range', '0 - 12': 'continuous numerical range', '0 - 100': 'continuous numerical range', '0 - 168': 'continuous numerical range', '0 - 6,500': 'continuous numerical range', '0 - 60': 'continuous numerical range', '999': 'Dont know', '3 ': 'Bought both ways', '2 - 16,000': 'continuous numerical range', '999,999': 'Dont know', '0 - 20': 'continuous numerical range', '1 - 1,000': 'continuous numerical range', '99995': 'More than 1,000', '1 - 350': 'continuous numerical range', '1 - 300': 'continuous numerical range', '1 - 500': 'continuous numerical range', '0 - 4,195': 'continuous numerical range', '00': 'Zero', '0 - 1,420': 'continuous numerical range', '0 - 5,000': 'continuous numerical range', '0 - 499': 'continuous numerical range', '1 - 200': 'continuous numerical range', '1 - 1,500': 'continuous numerical range', 'no code': 'continuous numerical value'}"
1109.0,FKHTBTU,Num,8.0,,Fuel oil heating use (thous Btu),,"{'00001 - 06720': 'continuous numerical range', '1': 'Yes', '2': 'No', '3': 'Combination of both', '4': 'No windows', '5': 'Not lit at all during off hours', '6': 'Some other energy source', '7': 'Undetermined', '8': 'Refused', '9': 'Dont know', '01': '1 to 4', '02': '5 to 9', '04': '20 to 49', '05': '50 to 99', '06': '100 to 249', '07': '250 to 499', '08': '500 or more', '11': '2,500 to 4,999', '12': '5,000 or More', '13': 'Industrial complex', '14': 'Transportation complex such as a terminal, depot, or airport', '15': 'Other type of campus or complex', '16': 'Fire station/police station', '17': 'Other public order and safety', '18': 'Medical office (diagnostic)', '23': 'Library', '24': 'Recreation', '25': 'Social/meeting', '26': 'Other public assembly', '91': 'Other', 'Missing': 'Not applicable', '1,001 - 1,500,000': 'continuous numerical range', '03': '10 to 19', '09': '1,000 or more', '10': '2,500 or more', '1 - 14': 'continuous numerical range', '994': '15 to 25', '995': 'More than 200', '0 - 7': 'continuous numerical range', '6 - 50': 'continuous numerical range', '1 - 50': 'continuous numerical range', '1 - 20': 'continuous numerical range', '1946 - 2012': 'continuous numerical range', '97': 'Withheld to protect confidentiality', '19': 'Clinic/other outpatient health', '20': 'Refrigerated warehouse', '21': 'Religious worship', '22': 'Entertainment/culture', '27': 'College/university', '28': 'Other', '1 - 100': 'continuous numerical range', '20 - 1,500': 'continuous numerical range', '99,995': 'More than 900', '0 - 15,000': 'continuous numerical range', '999995': 'More than 15,000', '10 - 8,000': 'continuous numerical range', '0 - 700': 'continuous numerical range', '25 - 250': 'continuous numerical range', '9,995': '500 or more', '16 - 250': 'continuous numerical range', '2 - 900': 'continuous numerical range', '0 - 200': 'continuous numerical range', '0 - 12': 'continuous numerical range', '0 - 100': 'continuous numerical range', '0 - 168': 'continuous numerical range', '0 - 6,500': 'continuous numerical range', '0 - 60': 'continuous numerical range', '999': 'Dont know', '3 ': 'Bought both ways', '2 - 16,000': 'continuous numerical range', '999,999': 'Dont know', '0 - 20': 'continuous numerical range', '1 - 1,000': 'continuous numerical range', '99995': 'More than 1,000', '1 - 350': 'continuous numerical range', '1 - 300': 'continuous numerical range', '1 - 500': 'continuous numerical range', '0 - 4,195': 'continuous numerical range', '00': 'Zero', '0 - 1,420': 'continuous numerical range', '0 - 5,000': 'continuous numerical range', '0 - 499': 'continuous numerical range', '1 - 200': 'continuous numerical range', '1 - 1,500': 'continuous numerical range', 'no code': 'continuous numerical value'}"
1110.0,FKCLBTU,Num,8.0,,Fuel oil cooling use (thous Btu),,"{'00001 - 06720': 'continuous numerical range', '1': 'Yes', '2': 'No', '3': 'Combination of both', '4': 'No windows', '5': 'Not lit at all during off hours', '6': 'Some other energy source', '7': 'Undetermined', '8': 'Refused', '9': 'Dont know', '01': '1 to 4', '02': '5 to 9', '04': '20 to 49', '05': '50 to 99', '06': '100 to 249', '07': '250 to 499', '08': '500 or more', '11': '2,500 to 4,999', '12': '5,000 or More', '13': 'Industrial complex', '14': 'Transportation complex such as a terminal, depot, or airport', '15': 'Other type of campus or complex', '16': 'Fire station/police station', '17': 'Other public order and safety', '18': 'Medical office (diagnostic)', '23': 'Library', '24': 'Recreation', '25': 'Social/meeting', '26': 'Other public assembly', '91': 'Other', 'Missing': 'Not applicable', '1,001 - 1,500,000': 'continuous numerical range', '03': '10 to 19', '09': '1,000 or more', '10': '2,500 or more', '1 - 14': 'continuous numerical range', '994': '15 to 25', '995': 'More than 200', '0 - 7': 'continuous numerical range', '6 - 50': 'continuous numerical range', '1 - 50': 'continuous numerical range', '1 - 20': 'continuous numerical range', '1946 - 2012': 'continuous numerical range', '97': 'Withheld to protect confidentiality', '19': 'Clinic/other outpatient health', '20': 'Refrigerated warehouse', '21': 'Religious worship', '22': 'Entertainment/culture', '27': 'College/university', '28': 'Other', '1 - 100': 'continuous numerical range', '20 - 1,500': 'continuous numerical range', '99,995': 'More than 900', '0 - 15,000': 'continuous numerical range', '999995': 'More than 15,000', '10 - 8,000': 'continuous numerical range', '0 - 700': 'continuous numerical range', '25 - 250': 'continuous numerical range', '9,995': '500 or more', '16 - 250': 'continuous numerical range', '2 - 900': 'continuous numerical range', '0 - 200': 'continuous numerical range', '0 - 12': 'continuous numerical range', '0 - 100': 'continuous numerical range', '0 - 168': 'continuous numerical range', '0 - 6,500': 'continuous numerical range', '0 - 60': 'continuous numerical range', '999': 'Dont know', '3 ': 'Bought both ways', '2 - 16,000': 'continuous numerical range', '999,999': 'Dont know', '0 - 20': 'continuous numerical range', '1 - 1,000': 'continuous numerical range', '99995': 'More than 1,000', '1 - 350': 'continuous numerical range', '1 - 300': 'continuous numerical range', '1 - 500': 'continuous numerical range', '0 - 4,195': 'continuous numerical range', '00': 'Zero', '0 - 1,420': 'continuous numerical range', '0 - 5,000': 'continuous numerical range', '0 - 499': 'continuous numerical range', '1 - 200': 'continuous numerical range', '1 - 1,500': 'continuous numerical range', 'no code': 'continuous numerical value'}"
