File order,"Variable
name",Variable type,"Len-
gth",Format,Label,Values/Format codes
525.0,ZCOOL,Char,1.0,$ZVAR.,Imputed energy used for cooling,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'"
526.0,ZWATR,Char,1.0,$ZVAR.,Imputed energy used for water heating,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'"
527.0,ZCOOK,Char,1.0,$ZVAR.,Imputed energy used for cooking,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'"
528.0,ZMANU,Char,1.0,$ZVAR.,Imputed energy used for manufacturing,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'"
529.0,ZCAPGEN,Char,1.0,$ZVAR.,Imputed electricity generation capability,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'"
530.0,ZGENR,Char,1.0,$ZVAR.,Imputed energy used for electricity generation,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'"
531.0,ZELUSED,Char,1.0,$ZVAR.,Imputed electricity used,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'"
532.0,ZNGUSED,Char,1.0,$ZVAR.,Imputed natural gas used,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'"
533.0,ZFKUSED,Char,1.0,$ZVAR.,Imputed fuel oil/diesel/kerosene used,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'"
534.0,ZPRUSED,Char,1.0,$ZVAR.,Imputed bottled gas/LPG/propane used,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'"
535.0,ZSTUSED,Char,1.0,$ZVAR.,Imputed district steam used,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'"
536.0,ZHWUSED,Char,1.0,$ZVAR.,Imputed district hot water used,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'"
537.0,ZCWUSED,Char,1.0,$ZVAR.,Imputed district chilled water used,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'"
538.0,ZWOUSED,Char,1.0,$ZVAR.,Imputed wood used,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'"
539.0,ZCOUSED,Char,1.0,$ZVAR.,Imputed coal used,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'"
540.0,ZSOUSED,Char,1.0,$ZVAR.,Imputed solar used,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'"
541.0,ZOTUSED,Char,1.0,$ZVAR.,Imputed other energy source used,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'"
542.0,ZELHT1,Char,1.0,$ZVAR.,Imputed electricity used for main heating,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'"
543.0,ZNGHT1,Char,1.0,$ZVAR.,Imputed natural gas used for main heating,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'"
544.0,ZFKHT1,Char,1.0,$ZVAR.,Imputed fuel oil used for main heating,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'"
545.0,ZPRHT1,Char,1.0,$ZVAR.,Imputed propane used for main heating,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'"
546.0,ZSTHT1,Char,1.0,$ZVAR.,Imputed district steam used for main heating,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'"
547.0,ZHWHT1,Char,1.0,$ZVAR.,Imputed district hot water used for main heating,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'"
548.0,ZWOHT1,Char,1.0,$ZVAR.,Imputed wood used for main heating,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'"
549.0,ZCOHT1,Char,1.0,$ZVAR.,Imputed coal used for main heating,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'"
550.0,ZSOHT1,Char,1.0,$ZVAR.,Imputed solar used for main heating,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'"
551.0,ZOTHT1,Char,1.0,$ZVAR.,Imputed other source used for main heating,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'"
552.0,ZELHT2,Char,1.0,$ZVAR.,Imputed electricity used for secondary heating,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'"
553.0,ZNGHT2,Char,1.0,$ZVAR.,Imputed natural gas used for secondary heating,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'"
554.0,ZFKHT2,Char,1.0,$ZVAR.,Imputed fuel oil used for secondary heating,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'"
555.0,ZPRHT2,Char,1.0,$ZVAR.,Imputed propane used for secondary heating,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'"
556.0,ZSTHT2,Char,1.0,$ZVAR.,Imputed district steam used for secondary heating,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'"
557.0,ZHWHT2,Char,1.0,$ZVAR.,Imputed district hot water used for secondary heating,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'"
558.0,ZWOHT2,Char,1.0,$ZVAR.,Imputed wood used for secondary heating,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'"
559.0,ZCOHT2,Char,1.0,$ZVAR.,Imputed coal used for secondary heating,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'"
560.0,ZSOHT2,Char,1.0,$ZVAR.,Imputed solar used for secondary heating,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'"
561.0,ZOTHT2,Char,1.0,$ZVAR.,Imputed other source used for secondary heating,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'"
562.0,ZHEATP,Char,1.0,$ZVAR.,Imputed percent heated,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'"
563.0,ZHTLS50,Char,1.0,$ZVAR.,Imputed heated to less than 50 degrees,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'"
564.0,ZFURNAC,Char,1.0,$ZVAR.,Imputed furnaces that heat air directly,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'"
565.0,ZPKGHT,Char,1.0,$ZVAR.,Imputed packaged heating units,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'"
566.0,ZBOILER,Char,1.0,$ZVAR.,Imputed boilers inside the building,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'"
567.0,ZSTHW,Char,1.0,$ZVAR.,Imputed district steam or hot water piped in,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'"
568.0,ZHTPMPH,Char,1.0,$ZVAR.,Imputed heat pumps for heating,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'"
569.0,ZSLFCON,Char,1.0,$ZVAR.,Imputed individual space heaters,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'"
570.0,ZOTHTEQ,Char,1.0,$ZVAR.,Imputed other heating equipment,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'"
571.0,ZFURNP,Char,1.0,$ZVAR.,Imputed percent heated by furnace,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'"
572.0,ZPKGHP,Char,1.0,$ZVAR.,Imputed percent heated by packaged heating,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'"
573.0,ZBOILP,Char,1.0,$ZVAR.,Imputed percent heated by boiler,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'"
574.0,ZSTHWP,Char,1.0,$ZVAR.,Imputed percent heated by dist steam/hot water,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'"
575.0,ZHTPHP,Char,1.0,$ZVAR.,Imputed percent heated by heat pumps,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'"
576.0,ZSLFCNP,Char,1.0,$ZVAR.,Imputed percent heated by individual space heaters,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'"
577.0,ZOTHTP,Char,1.0,$ZVAR.,Imputed percent heated by other heating equipment,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'"
578.0,ZMAINHT,Char,1.0,$ZVAR.,Imputed main heating equipment,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'"
579.0,ZNWMNHT,Char,1.0,$ZVAR.,Imputed main heating replaced,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'"
580.0,ZPKGHTTYP,Char,1.0,$ZVAR.,Imputed type of packaged heating,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'"
581.0,ZPKGFURN,Char,1.0,$ZVAR.,Imputed packaged heating component: Furnace,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'"
582.0,ZPKGHTP,Char,1.0,$ZVAR.,Imputed packaged heating component: Heat pump,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'"
583.0,ZPKGCOIL,Char,1.0,$ZVAR.,Imputed packaged heating component: Heating coil,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'"
584.0,ZPKGPIU,Char,1.0,$ZVAR.,Imputed packaged heating component: Powered induction unit,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'"
585.0,ZPKGDUCT,Char,1.0,$ZVAR.,Imputed packaged heating component: Duct reheat,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'"
586.0,ZBLRRAD,Char,1.0,$ZVAR.,Imputed boiler system: Radiators,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'"
587.0,ZBLRFNCL,Char,1.0,$ZVAR.,Imputed boiler system: Fan coil units in rooms,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'"
588.0,ZBLRINDC,Char,1.0,$ZVAR.,Imputed boiler system: Induction units,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'"
589.0,ZBLRLOOP,Char,1.0,$ZVAR.,Imputed boiler system: Water loop heat pump,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'"
590.0,ZBLRAIR,Char,1.0,$ZVAR.,Imputed boiler system: Central air handler,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'"
591.0,ZBLRPKG,Char,1.0,$ZVAR.,Imputed boiler system: Packaged unit,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'"
592.0,ZBLRDUCT,Char,1.0,$ZVAR.,Imputed boiler system: Duct reheat,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'"
593.0,ZDHRAD,Char,1.0,$ZVAR.,Imputed district heat system: Radiators,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'"
594.0,ZDHFNCL,Char,1.0,$ZVAR.,Imputed district heat system: Fan coil units in rooms,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'"
595.0,ZDHINDC,Char,1.0,$ZVAR.,Imputed district heat system: Induction units,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'"
596.0,ZDHLOOP,Char,1.0,$ZVAR.,Imputed district heat system: Water loop heat pump,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'"
597.0,ZDHAIR,Char,1.0,$ZVAR.,Imputed district heat system: Central air handler,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'"
598.0,ZDHPKG,Char,1.0,$ZVAR.,Imputed district heat system: Packaged unit,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'"
599.0,ZDHDUCT,Char,1.0,$ZVAR.,Imputed district heat system: Duct reheat,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'"
600.0,ZHPHPKG,Char,1.0,$ZVAR.,Imputed heat pump heating system: Packaged unit,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'"
601.0,ZHPHSPLT,Char,1.0,$ZVAR.,Imputed heat pump heating system: Split system,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'"
602.0,ZHPHROOM,Char,1.0,$ZVAR.,Imputed heat pump heating system: Individual room heat pump,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'"
603.0,ZHPHMINI,Char,1.0,$ZVAR.,Imputed heat pump heating system: Ductless mini-split,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'"
604.0,ZHPHVRF,Char,1.0,$ZVAR.,Imputed heat pump heating system: Variable refrigerant flow,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'"
605.0,ZHPHAIR,Char,1.0,$ZVAR.,Imputed heat pump heating type: Air source,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'"
606.0,ZHPHGRD,Char,1.0,$ZVAR.,Imputed heat pump heating type: Ground source,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'"
607.0,ZHPHDUAL,Char,1.0,$ZVAR.,Imputed heat pump heating type: Dual source,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'"
608.0,ZHPHWTR,Char,1.0,$ZVAR.,Imputed heat pump heating type: Water loop,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'"
609.0,ZHPHBKUP,Char,1.0,$ZVAR.,Imputed heat pump backup energy source,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'"
610.0,ZSHRDNT,Char,1.0,$ZVAR.,Imputed individual heater: Infrared radiant,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'"
611.0,ZSHBBRD,Char,1.0,$ZVAR.,Imputed individual heater: Baseboard,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'"
612.0,ZSHPORT,Char,1.0,$ZVAR.,Imputed individual heater: Portable space heater,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'"
613.0,ZSHWALL,Char,1.0,$ZVAR.,Imputed individual heater: Wall heater,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'"
614.0,ZSHFURN,Char,1.0,$ZVAR.,Imputed individual heater: Individual furnace,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'"
615.0,ZSHUNIT,Char,1.0,$ZVAR.,Imputed individual heater: Unit heater,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'"
616.0,ZSHPTAC,Char,1.0,$ZVAR.,Imputed individual heater: Heating element in PTAC,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'"
617.0,ZHTVCAV,Char,1.0,$ZVAR.,Imputed heating ventilation: Central air handling with CAV,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'"
618.0,ZHTVVAV,Char,1.0,$ZVAR.,Imputed heating ventilation: Central air handling with VAV,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'"
619.0,ZHTVFLR,Char,1.0,$ZVAR.,Imputed heating ventilation: Underfloor air distribution,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'"
620.0,ZHTVOAS,Char,1.0,$ZVAR.,Imputed heating ventilation: Dedicated outside air system,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'"
621.0,ZHTVDEM,Char,1.0,$ZVAR.,Imputed heating ventilation: Demand controlled ventilation,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'"
622.0,ZHTVNON,Char,1.0,$ZVAR.,Imputed heating ventilation: None of these,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'"
623.0,ZELCOOL,Char,1.0,$ZVAR.,Imputed electricity used for cooling,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'"
624.0,ZNGCOOL,Char,1.0,$ZVAR.,Imputed natural gas used for cooling,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'"
625.0,ZFKCOOL,Char,1.0,$ZVAR.,Imputed fuel oil used for cooling,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'"
626.0,ZPRCOOL,Char,1.0,$ZVAR.,Imputed propane used for cooling,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'"
627.0,ZSTCOOL,Char,1.0,$ZVAR.,Imputed district steam  used for cooling,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'"
628.0,ZHWCOOL,Char,1.0,$ZVAR.,Imputed district hot water used for cooling,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'"
629.0,ZCWCOOL,Char,1.0,$ZVAR.,Imputed district chilled water used for cooling,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'"
630.0,ZOTCOOL,Char,1.0,$ZVAR.,Imputed other source used for cooling,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'"
631.0,ZCOOLP,Char,1.0,$ZVAR.,Imputed percent cooled,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'"
632.0,ZRCAC,Char,1.0,$ZVAR.,Imputed residential type central A/C,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'"
633.0,ZPKGCL,Char,1.0,$ZVAR.,Imputed packaged A/C units,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'"
634.0,ZCHILLR,Char,1.0,$ZVAR.,Imputed central chillers inside the building,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'"
635.0,ZCHWT,Char,1.0,$ZVAR.,Imputed district chilled water piped in,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'"
636.0,ZHTPMPC,Char,1.0,$ZVAR.,Imputed heat pumps for cooling,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'"
637.0,ZACWNWL,Char,1.0,$ZVAR.,Imputed individual room air conditioners,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'"
638.0,ZEVAPCL,Char,1.0,$ZVAR.,Imputed evaporative or swamp coolers,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'"
639.0,ZOTCLEQ,Char,1.0,$ZVAR.,Imputed other cooling equipment,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'"
640.0,ZRCACP,Char,1.0,$ZVAR.,Imputed percent cooled by central A/C,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'"
641.0,ZPKGCP,Char,1.0,$ZVAR.,Imputed percent cooled by packaged A/C units,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'"
642.0,ZCHILP,Char,1.0,$ZVAR.,Imputed percent cooled by central chillers,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'"
643.0,ZCHWTP,Char,1.0,$ZVAR.,Imputed percent cooled by district chilled water,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'"
644.0,ZHTPCP,Char,1.0,$ZVAR.,Imputed percent cooled by heat pumps,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'"
645.0,ZACWNWP,Char,1.0,$ZVAR.,Imputed percent cooled by individual room A/C,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'"
646.0,ZEVAPP,Char,1.0,$ZVAR.,Imputed percent cooled by swamp coolers,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'"
647.0,ZOTCLP,Char,1.0,$ZVAR.,Imputed percent cooled by other cooling equipment,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'"
648.0,ZMAINCL,Char,1.0,$ZVAR.,Imputed main cooling equipment,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'"
649.0,ZNWMNCL,Char,1.0,$ZVAR.,Imputed main cooling replaced,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'"
650.0,ZPKGCLTYP,Char,1.0,$ZVAR.,Imputed type of packaged cooling,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'"
651.0,ZCHLAIRCL,Char,1.0,$ZVAR.,Imputed chiller type: Air-cooled,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'"
652.0,ZCHLWTRCL,Char,1.0,$ZVAR.,Imputed chiller type: Water cooled,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'"
653.0,ZCHLABSRP,Char,1.0,$ZVAR.,Imputed chiller type: Absorption,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'"
654.0,ZHTRCHLR,Char,1.0,$ZVAR.,Imputed heater chiller,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'"
655.0,ZCHLAIR,Char,1.0,$ZVAR.,Imputed chiller system: Central air handler,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'"
656.0,ZCHLFNCL,Char,1.0,$ZVAR.,Imputed chiller system: Fan coil units in rooms,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'"
657.0,ZCHLINDC,Char,1.0,$ZVAR.,Imputed chiller system: Induction units,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'"
658.0,ZCHLLOOP,Char,1.0,$ZVAR.,Imputed chiller system: Water loop heat pump,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'"
