File order,"Variable
name",Variable type,Length,Label,Values/Format codes
818,ZFKHT2,Num,8,Imputation flag: Fuel oil used for secondary heating,"0=Reported
1=Imputed
9=Inapplicable"
819,ZPRHT2,Num,8,Imputation flag: Propane used for secondary heating,"0=Reported
1=Imputed
9=Inapplicable"
820,ZSTHT2,Num,8,Imputation flag: District steam used for secondary heating,"0=Reported
1=Imputed
9=Inapplicable"
821,ZHWHT2,Num,8,Imputation flag: District hot water used for secondary heating,"0=Reported
1=Imputed
9=Inapplicable"
822,ZWOHT2,Num,8,Imputation flag: Wood used for secondary heating,"0=Reported
1=Imputed
9=Inapplicable"
823,ZCOHT2,Num,8,Imputation flag: Coal used for secondary heating,"0=Reported
1=Imputed
9=Inapplicable"
824,ZSOHT2,Num,8,Imputation flag: Solar used for secondary heating,"0=Reported
1=Imputed
9=Inapplicable"
825,ZOTHT2,Num,8,Imputation flag: Other source used for secondary heating,"0=Reported
1=Imputed
9=Inapplicable"
826,ZPKGHT_EL,Num,8,Imputation flag: Packaged central units powered by electricity,"0=Reported
1=Imputed
9=Inapplicable"
827,ZBOILER_EL,Num,8,Imputation flag: Boilers powered by electricity,"0=Reported
1=Imputed
9=Inapplicable"
828,ZHTPMPH_EL,Num,8,Imputation flag: Heat pumps powered by electricity,"0=Reported
1=Imputed
9=Inapplicable"
829,ZFURNAC_EL,Num,8,Imputation flag: Furnaces powered by electricity,"0=Reported
1=Imputed
9=Inapplicable"
830,ZSLFCON_EL,Num,8,Imputation flag: Individual space heaters powered by electricity,"0=Reported
1=Imputed
9=Inapplicable"
831,ZFIREPLC_EL,Num,8,Imputation flag: Fireplaces powered by electricity,"0=Reported
1=Imputed
9=Inapplicable"
832,ZREHEAT_EL,Num,8,Imputation flag: Duct reheat powered by electricity,"0=Reported
1=Imputed
9=Inapplicable"
833,ZOTHTEQ_EL,Num,8,Imputation flag: Other heating equipment powered by electricity,"0=Reported
1=Imputed
9=Inapplicable"
834,ZPKGHT_NG,Num,8,Imputation flag: Packaged central units fueled by natural gas,"0=Reported
1=Imputed
9=Inapplicable"
835,ZBOILER_NG,Num,8,Imputation flag: Boilers fueled by natural gas,"0=Reported
1=Imputed
9=Inapplicable"
836,ZHTPMPH_NG,Num,8,Imputation flag: Heat pumps fueled by natural gas,"0=Reported
1=Imputed
9=Inapplicable"
837,ZFURNAC_NG,Num,8,Imputation flag: Furnaces fueled by natural gas,"0=Reported
1=Imputed
9=Inapplicable"
838,ZSLFCON_NG,Num,8,Imputation flag: Individual space heaters fueled by natural gas,"0=Reported
1=Imputed
9=Inapplicable"
839,ZFIREPLC_NG,Num,8,Imputation flag: Fireplaces fueled by natural gas,"0=Reported
1=Imputed
9=Inapplicable"
840,ZOTHTEQ_NG,Num,8,Imputation flag: Other heating equipment fueled by natural gas,"0=Reported
1=Imputed
9=Inapplicable"
841,ZBOILER_FK,Num,8,Imputation flag: Boilers fueled by fuel oil,"0=Reported
1=Imputed
9=Inapplicable"
842,ZFURNAC_FK,Num,8,Imputation flag: Furnaces fueled by fuel oil,"0=Reported
1=Imputed
9=Inapplicable"
843,ZSLFCON_FK,Num,8,Imputation flag: Individual space heaters fueled by fuel oil,"0=Reported
1=Imputed
9=Inapplicable"
844,ZOTHTEQ_FK,Num,8,Imputation flag: Other heating equipment fueled by fuel oil,"0=Reported
1=Imputed
9=Inapplicable"
845,ZPKGHT_PR,Num,8,Imputation flag: Packaged central units fueled by propane,"0=Reported
1=Imputed
9=Inapplicable"
846,ZBOILER_PR,Num,8,Imputation flag: Boilers fueled by propane,"0=Reported
1=Imputed
9=Inapplicable"
847,ZHTPMPH_PR,Num,8,Imputation flag: Heat pumps fueled by propane,"0=Reported
1=Imputed
9=Inapplicable"
848,ZFURNAC_PR,Num,8,Imputation flag: Furnaces fueled by propane,"0=Reported
1=Imputed
9=Inapplicable"
849,ZSLFCON_PR,Num,8,Imputation flag: Individual space heaters fueled by propane,"0=Reported
1=Imputed
9=Inapplicable"
850,ZFIREPLC_PR,Num,8,Imputation flag: Fireplaces fueled by propane,"0=Reported
1=Imputed
9=Inapplicable"
851,ZOTHTEQ_PR,Num,8,Imputation flag: Other heating equipment fueled by propane,"0=Reported
1=Imputed
9=Inapplicable"
852,ZDIST_ST,Num,8,Imputation flag: District steam system,"0=Reported
1=Imputed
9=Inapplicable"
853,ZAIRHAND_ST,Num,8,Imputation flag: Central air handlers for steam distribution,"0=Reported
1=Imputed
9=Inapplicable"
854,ZFANCOIL_ST,Num,8,Imputation flag: Fan coil or induction units for steam distribution,"0=Reported
1=Imputed
9=Inapplicable"
855,ZREHEAT_ST,Num,8,Imputation flag: Duct reheat for steam distribution,"0=Reported
1=Imputed
9=Inapplicable"
856,ZRADIATR_ST,Num,8,Imputation flag: Radiators for steam distribution,"0=Reported
1=Imputed
9=Inapplicable"
857,ZRADFLR_ST,Num,8,Imputation flag: Radiant floor or ceiling panels for steam distribution,"0=Reported
1=Imputed
9=Inapplicable"
858,ZWTLOOP_ST,Num,8,Imputation flag: Water loop heat pump for steam distribution,"0=Reported
1=Imputed
9=Inapplicable"
859,ZOTDIST_ST,Num,8,Imputation flag: Other type of steam distribution,"0=Reported
1=Imputed
9=Inapplicable"
860,ZDIST_HW,Num,8,Imputation flag: District hot water system,"0=Reported
1=Imputed
9=Inapplicable"
861,ZAIRHAND_HW,Num,8,Imputation flag: Central air handlers for hot water distribution,"0=Reported
1=Imputed
9=Inapplicable"
862,ZFANCOIL_HW,Num,8,Imputation flag: Fan coil or induction units for hot water distribution,"0=Reported
1=Imputed
9=Inapplicable"
863,ZREHEAT_HW,Num,8,Imputation flag: Duct reheat for hot water distribution,"0=Reported
1=Imputed
9=Inapplicable"
864,ZRADIATR_HW,Num,8,Imputation flag: Radiators for hot water distribution,"0=Reported
1=Imputed
9=Inapplicable"
865,ZRADFLR_HW,Num,8,Imputation flag: Radiant floor or ceiling panels for hot water distribution,"0=Reported
1=Imputed
9=Inapplicable"
866,ZWTLOOP_HW,Num,8,Imputation flag: Water loop heat pump for hot water distribution,"0=Reported
1=Imputed
9=Inapplicable"
867,ZOTDIST_HW,Num,8,Imputation flag: Other type of hot water distribution,"0=Reported
1=Imputed
9=Inapplicable"
868,ZFURNAC_WO,Num,8,Imputation flag: Furnaces fueled by wood,"0=Reported
1=Imputed
9=Inapplicable"
869,ZSLFCON_WO,Num,8,Imputation flag: Individual space heaters fueled by wood,"0=Reported
1=Imputed
9=Inapplicable"
870,ZFIREPLC_WO,Num,8,Imputation flag: Fireplaces fueled by wood,"0=Reported
1=Imputed
9=Inapplicable"
871,ZOTHTEQ_WO,Num,8,Imputation flag: Other heating equipment fueled by wood,"0=Reported
1=Imputed
9=Inapplicable"
872,ZBOILER_CO,Num,8,Imputation flag: Boilers fueled by coal,"0=Reported
1=Imputed
9=Inapplicable"
873,ZFURNAC_CO,Num,8,Imputation flag: Furnaces fueled by coal,"0=Reported
1=Imputed
9=Inapplicable"
874,ZOTHTEQ_CO,Num,8,Imputation flag: Other heating equipment fueled by coal,"0=Reported
1=Imputed
9=Inapplicable"
875,ZSOTHERM_SO,Num,8,Imputation flag: Solar thermal heating equipment,"0=Reported
1=Imputed
9=Inapplicable"
876,ZPKGHT_OT,Num,8,Imputation flag: Packaged central units fueled by other source,"0=Reported
1=Imputed
9=Inapplicable"
877,ZBOILER_OT,Num,8,Imputation flag: Boilers fueled by other source,"0=Reported
1=Imputed
9=Inapplicable"
878,ZFURNAC_OT,Num,8,Imputation flag: Furnaces fueled by other source,"0=Reported
1=Imputed
9=Inapplicable"
879,ZSLFCON_OT,Num,8,Imputation flag: Individual space heaters fueled by other source,"0=Reported
1=Imputed
9=Inapplicable"
880,ZOTHTEQ_OT,Num,8,Imputation flag: Other heating equipment fueled by other source,"0=Reported
1=Imputed
9=Inapplicable"
881,ZBLRAIR,Num,8,Imputation flag: Central air handlers for boiler distribution,"0=Reported
1=Imputed
9=Inapplicable"
882,ZBLRDUCT,Num,8,Imputation flag: Duct reheat for boiler distribution,"0=Reported
1=Imputed
9=Inapplicable"
883,ZBLRFNCL,Num,8,Imputation flag: Fan coil or induction units for boiler distribution,"0=Reported
1=Imputed
9=Inapplicable"
884,ZBLROTD,Num,8,Imputation flag: Other type of boiler distribution,"0=Reported
1=Imputed
9=Inapplicable"
885,ZBLRRAD,Num,8,Imputation flag: Radiators for boiler distribution,"0=Reported
1=Imputed
9=Inapplicable"
886,ZBLRRDFL,Num,8,Imputation flag: Radiant floor or ceiling panels for boiler distribution,"0=Reported
1=Imputed
9=Inapplicable"
887,ZBLRWTLP,Num,8,Imputation flag: Water loop heat pump for boiler distribution,"0=Reported
1=Imputed
9=Inapplicable"
888,ZHPHPTHP,Num,8,Imputation flag: Heat pumps are PTHPs,"0=Reported
1=Imputed
9=Inapplicable"
889,ZHPHAIR,Num,8,Imputation flag: Air source heat pump,"0=Reported
1=Imputed
9=Inapplicable"
890,ZHPHGRD,Num,8,Imputation flag: Geothermal heat pump,"0=Reported
1=Imputed
9=Inapplicable"
891,ZHPHDUAL,Num,8,Imputation flag: Combination air source and geothermal heat pump,"0=Reported
1=Imputed
9=Inapplicable"
892,ZHPHWTR,Num,8,Imputation flag: Water loop heat pump,"0=Reported
1=Imputed
9=Inapplicable"
893,ZHPHVRF,Num,8,Imputation flag: VRF system,"0=Reported
1=Imputed
9=Inapplicable"
894,ZFURNP_EL,Num,8,Imputation flag: Pct heated by electric furnace,"0=Reported
1=Imputed
9=Inapplicable"
895,ZPKGHP_EL,Num,8,Imputation flag: Pct heated by electric packaged unit,"0=Reported
1=Imputed
9=Inapplicable"
896,ZBOILP_EL,Num,8,Imputation flag: Pct heated by electric boiler,"0=Reported
1=Imputed
9=Inapplicable"
897,ZHTPHP_EL,Num,8,Imputation flag: Pct heated by electric heat pump,"0=Reported
1=Imputed
9=Inapplicable"
898,ZSLFCNP_EL,Num,8,Imputation flag: Pct heated by electric space heater,"0=Reported
1=Imputed
9=Inapplicable"
899,ZFIREPLP_EL,Num,8,Imputation flag: Pct heated by electric fireplace,"0=Reported
1=Imputed
9=Inapplicable"
900,ZREHEATP_EL,Num,8,Imputation flag: Pct heated by electric duct reheat,"0=Reported
1=Imputed
9=Inapplicable"
901,ZOTHTP_EL,Num,8,Imputation flag: Pct heated by electric heating equipment,"0=Reported
1=Imputed
9=Inapplicable"
902,ZFURNP_NG,Num,8,Imputation flag: Pct heated by natural gas furnace,"0=Reported
1=Imputed
9=Inapplicable"
903,ZPKGHP_NG,Num,8,Imputation flag: Pct heated by natural gas packaged unit,"0=Reported
1=Imputed
9=Inapplicable"
904,ZBOILP_NG,Num,8,Imputation flag: Pct heated by natural gas boiler,"0=Reported
1=Imputed
9=Inapplicable"
905,ZHTPHP_NG,Num,8,Imputation flag: Pct heated by natural gas heat pump,"0=Reported
1=Imputed
9=Inapplicable"
906,ZSLFCNP_NG,Num,8,Imputation flag: Pct heated by natural gas space heater,"0=Reported
1=Imputed
9=Inapplicable"
907,ZFIREPLP_NG,Num,8,Imputation flag: Pct heated by natural gas fireplace,"0=Reported
1=Imputed
9=Inapplicable"
908,ZOTHTP_NG,Num,8,Imputation flag: Pct heated by other natural gas heating equipment,"0=Reported
1=Imputed
9=Inapplicable"
909,ZFURNP_FK,Num,8,Imputation flag: Pct heated by fuel oil furnace,"0=Reported
1=Imputed
9=Inapplicable"
910,ZBOILP_FK,Num,8,Imputation flag: Pct heated by fuel oil boiler,"0=Reported
1=Imputed
9=Inapplicable"
911,ZSLFCNP_FK,Num,8,Imputation flag: Pct heated by fuel oil space heater,"0=Reported
1=Imputed
9=Inapplicable"
912,ZOTHTP_FK,Num,8,Imputation flag: Pct heated by other fuel oil heating equipment,"0=Reported
1=Imputed
9=Inapplicable"
913,ZFURNP_PR,Num,8,Imputation flag: Pct heated by propane furnace,"0=Reported
1=Imputed
9=Inapplicable"
914,ZPKGHP_PR,Num,8,Imputation flag: Pct heated by propane packaged unit,"0=Reported
1=Imputed
9=Inapplicable"
915,ZBOILP_PR,Num,8,Imputation flag: Pct heated by propane boiler,"0=Reported
1=Imputed
9=Inapplicable"
916,ZHTPHP_PR,Num,8,Imputation flag: Pct heated by propane heat pump,"0=Reported
1=Imputed
9=Inapplicable"
917,ZSLFCNP_PR,Num,8,Imputation flag: Pct heated by propane space heater,"0=Reported
1=Imputed
9=Inapplicable"
918,ZFIREPLP_PR,Num,8,Imputation flag: Pct heated by propane fireplace,"0=Reported
1=Imputed
9=Inapplicable"
919,ZOTHTP_PR,Num,8,Imputation flag: Pct heated by propane heating equipment,"0=Reported
1=Imputed
9=Inapplicable"
920,ZSTHWP_ST,Num,8,Imputation flag: Pct heated by district steam heating system,"0=Reported
1=Imputed
9=Inapplicable"
921,ZSTHWP_HW,Num,8,Imputation flag: Pct heated by district hot water heating system,"0=Reported
1=Imputed
9=Inapplicable"
922,ZFURNP_WO,Num,8,Imputation flag: Pct heated by wood furnace,"0=Reported
1=Imputed
9=Inapplicable"
923,ZSLFCNP_WO,Num,8,Imputation flag: Pct heated by wood space heater,"0=Reported
1=Imputed
9=Inapplicable"
924,ZFIREPLP_WO,Num,8,Imputation flag: Pct heated by wood fireplace,"0=Reported
1=Imputed
9=Inapplicable"
925,ZOTHTP_WO,Num,8,Imputation flag: Pct heated by other wood heating equipment,"0=Reported
1=Imputed
9=Inapplicable"
926,ZFURNP_CO,Num,8,Imputation flag: Pct heated by coal furnace,"0=Reported
1=Imputed
9=Inapplicable"
927,ZBOILP_CO,Num,8,Imputation flag: Pct heated by coal boiler,"0=Reported
1=Imputed
9=Inapplicable"
928,ZOTHTP_CO,Num,8,Imputation flag: Pct heated by other coal heating equipment,"0=Reported
1=Imputed
9=Inapplicable"
929,ZSOTHERMP_SO,Num,8,Imputation flag: Pct heated by solar thermal heating,"0=Reported
1=Imputed
9=Inapplicable"
930,ZFURNP_OT,Num,8,Imputation flag: Pct heated by other source furnace,"0=Reported
1=Imputed
9=Inapplicable"
931,ZPKGHP_OT,Num,8,Imputation flag: Pct heated by other source packaged unit,"0=Reported
1=Imputed
9=Inapplicable"
932,ZBOILP_OT,Num,8,Imputation flag: Pct heated by other source boiler,"0=Reported
1=Imputed
9=Inapplicable"
933,ZSLFCNP_OT,Num,8,Imputation flag: Pct heated by other source space heater,"0=Reported
1=Imputed
9=Inapplicable"
934,ZOTHTP_OT,Num,8,Imputation flag: Pct heated by other source other heating equipment,"0=Reported
1=Imputed
9=Inapplicable"
935,ZMAINHT,Num,8,Imputation flag: Main heating equipment,"0=Reported
1=Imputed
9=Inapplicable"
936,ZNWMNHT,Num,8,Imputation flag: Main heating replaced,"0=Reported
1=Imputed
9=Inapplicable"
937,ZCOOLP,Num,8,Imputation flag: Percent cooled,"0=Reported
1=Imputed
9=Inapplicable"
938,ZELCOOL,Num,8,Imputation flag: Electricity used for air conditioning,"0=Reported
1=Imputed
9=Inapplicable"
939,ZNGCOOL,Num,8,Imputation flag: Natural gas used for air conditioning,"0=Reported
1=Imputed
9=Inapplicable"
940,ZFKCOOL,Num,8,Imputation flag: Fuel oil used for air conditioning,"0=Reported
1=Imputed
9=Inapplicable"
941,ZPRCOOL,Num,8,Imputation flag: Propane used for air conditioning,"0=Reported
1=Imputed
9=Inapplicable"
942,ZSTCOOL,Num,8,Imputation flag: District steam used for air conditioning,"0=Reported
1=Imputed
9=Inapplicable"
943,ZCWCOOL,Num,8,Imputation flag: District chilled water used for air conditioning,"0=Reported
1=Imputed
9=Inapplicable"
944,ZOTCOOL,Num,8,Imputation flag: Other energy source used for air conditioning,"0=Reported
1=Imputed
9=Inapplicable"
945,ZRCAC_EL,Num,8,Imputation flag: Residential-type split system electric A/C,"0=Reported
1=Imputed
9=Inapplicable"
946,ZPKGCL_EL,Num,8,Imputation flag: Packaged electric A/C units (rooftop units),"0=Reported
1=Imputed
9=Inapplicable"
947,ZCHILLR_EL,Num,8,Imputation flag: Central chillers powered by electricity,"0=Reported
1=Imputed
9=Inapplicable"
948,ZHTPMPC_EL,Num,8,Imputation flag: Heat pumps for A/C (electric),"0=Reported
1=Imputed
9=Inapplicable"
949,ZACWNWL_EL,Num,8,Imputation flag: Individual room or portable A/C (electric),"0=Reported
1=Imputed
9=Inapplicable"
950,ZEVAPCL_EL,Num,8,Imputation flag: Swamp or evaporative A/C (electric),"0=Reported
1=Imputed
9=Inapplicable"
951,ZOTCLEQ_EL,Num,8,Imputation flag: Other type of A/C powered by electricity,"0=Reported
1=Imputed
9=Inapplicable"
952,ZHPCPTHP,Num,8,Imputation flag: Heat pumps (for A/C) are PTHPs,"0=Reported
1=Imputed
9=Inapplicable"
953,ZHPCAIR,Num,8,Imputation flag: Air source heat pump for A/C,"0=Reported
1=Imputed
9=Inapplicable"
954,ZHPCGRD,Num,8,Imputation flag: Geothermal heat pump for A/C,"0=Reported
1=Imputed
9=Inapplicable"
955,ZHPCDUAL,Num,8,Imputation flag: Combination air source and geothermal heat pump for A/C,"0=Reported
1=Imputed
9=Inapplicable"
956,ZHPCWTR,Num,8,Imputation flag: Water loop heat pump for A/C,"0=Reported
1=Imputed
9=Inapplicable"
957,ZCHILLR_NG,Num,8,Imputation flag: Central chillers fueled by natural gas,"0=Reported
1=Imputed
9=Inapplicable"
958,ZOTCLEQ_NG,Num,8,Imputation flag: Other type of A/C fueled by natural gas,"0=Reported
1=Imputed
9=Inapplicable"
959,ZCHILLR_FK,Num,8,Imputation flag: Central chillers fueled by fuel oil,"0=Reported
1=Imputed
9=Inapplicable"
960,ZOTCLEQ_FK,Num,8,Imputation flag: Other type of A/C fueled by fuel oil,"0=Reported
1=Imputed
9=Inapplicable"
961,ZCHILLR_PR,Num,8,Imputation flag: Central chillers fueled by propane,"0=Reported
1=Imputed
9=Inapplicable"
962,ZOTCLEQ_PR,Num,8,Imputation flag: Other type of A/C fueled by propane,"0=Reported
1=Imputed
9=Inapplicable"
963,ZCHILLR_ST,Num,8,Imputation flag: Central chillers fueled by district steam,"0=Reported
1=Imputed
9=Inapplicable"
964,ZOTCLEQ_ST,Num,8,Imputation flag: Other type of A/C fueled by district steam,"0=Reported
1=Imputed
9=Inapplicable"
965,ZOTCLEQ_OT,Num,8,Imputation flag: Other type of A/C powered by other source,"0=Reported
1=Imputed
9=Inapplicable"
966,ZDIST_CW,Num,8,Imputation flag: District chilled water system,"0=Reported
1=Imputed
9=Inapplicable"
967,ZCWAIR,Num,8,Imputation flag: Central air handlers for chilled water distribution,"0=Reported
1=Imputed
9=Inapplicable"
968,ZCWFNCL,Num,8,Imputation flag: Fan coil or induction units for chilled water distribution,"0=Reported
1=Imputed
9=Inapplicable"
969,ZCWBEAM,Num,8,Imputation flag: Chilled beam for chilled water distribution,"0=Reported
1=Imputed
9=Inapplicable"
970,ZCWWTLP,Num,8,Imputation flag: Water loop heat pump for chilled water distribution,"0=Reported
1=Imputed
9=Inapplicable"
971,ZCWOTD,Num,8,Imputation flag: Other type of chilled water distribution,"0=Reported
1=Imputed
9=Inapplicable"
972,ZCHLAIR,Num,8,Imputation flag: Central air handlers for central chiller distribution,"0=Reported
1=Imputed
9=Inapplicable"
973,ZCHLFNCL,Num,8,Imputation flag: Fan coil or induction units for central chiller distribution,"0=Reported
1=Imputed
9=Inapplicable"
974,ZCHLBEAM,Num,8,Imputation flag: Chilled beam for central chiller distribution,"0=Reported
1=Imputed
9=Inapplicable"
975,ZCHLWTLP,Num,8,Imputation flag: Water loop heat pump for central chiller distribution,"0=Reported
1=Imputed
9=Inapplicable"
976,ZCHLOTD,Num,8,Imputation flag: Other type of central chiller distribution,"0=Reported
1=Imputed
9=Inapplicable"
977,ZCHLAIRCL,Num,8,Imputation flag: Air-cooled central chiller,"0=Reported
1=Imputed
9=Inapplicable"
978,ZCHLWTRCL,Num,8,Imputation flag: Water-cooled central chiller,"0=Reported
1=Imputed
9=Inapplicable"
979,ZCHLABSRP,Num,8,Imputation flag: Absorption central chiller,"0=Reported
1=Imputed
9=Inapplicable"
980,ZRCACP_EL,Num,8,Imputation flag: Pct cooled by electric residential-type split system A/C,"0=Reported
1=Imputed
9=Inapplicable"
981,ZPKGCP_EL,Num,8,Imputation flag: Pct cooled by electric packaged A/C units,"0=Reported
1=Imputed
9=Inapplicable"
982,ZCHILP_EL,Num,8,Imputation flag: Pct cooled by electric central chillers,"0=Reported
1=Imputed
9=Inapplicable"
983,ZHTPCP_EL,Num,8,Imputation flag: Pct cooled by electric heat pumps,"0=Reported
1=Imputed
9=Inapplicable"
984,ZACWNWP_EL,Num,8,Imputation flag: Pct cooled by electric individual A/C,"0=Reported
1=Imputed
9=Inapplicable"
985,ZEVAPP_EL,Num,8,Imputation flag: Pct cooled by electric swamp coolers,"0=Reported
1=Imputed
9=Inapplicable"
986,ZOTCLP_EL,Num,8,Imputation flag: Pct cooled by electric other type of A/C,"0=Reported
1=Imputed
9=Inapplicable"
987,ZCHILP_NG,Num,8,Imputation flag: Pct cooled by natural gas central chillers,"0=Reported
1=Imputed
9=Inapplicable"
988,ZOTCLP_NG,Num,8,Imputation flag: Pct cooled by natural gas other type of A/C,"0=Reported
1=Imputed
9=Inapplicable"
989,ZCHILP_FK,Num,8,Imputation flag: Pct cooled by fuel oil central chillers,"0=Reported
1=Imputed
9=Inapplicable"
990,ZOTCLP_FK,Num,8,Imputation flag: Pct cooled by fuel oil other type of A/C,"0=Reported
1=Imputed
9=Inapplicable"
991,ZCHILP_PR,Num,8,Imputation flag: Pct cooled by propane central chillers,"0=Reported
1=Imputed
9=Inapplicable"
992,ZOTCLP_PR,Num,8,Imputation flag: Pct cooled by propane other type of A/C,"0=Reported
1=Imputed
9=Inapplicable"
993,ZCHILP_ST,Num,8,Imputation flag: Pct cooled by district steam central chillers,"0=Reported
1=Imputed
9=Inapplicable"
994,ZOTCLP_ST,Num,8,Imputation flag: Pct cooled by district steam other type of A/C,"0=Reported
1=Imputed
9=Inapplicable"
995,ZCHWTP_CW,Num,8,Imputation flag: Pct cooled by district chilled water system,"0=Reported
1=Imputed
9=Inapplicable"
996,ZOTCLP_OT,Num,8,Imputation flag: Pct cooled by other source A/C equipment,"0=Reported
1=Imputed
9=Inapplicable"
997,ZMAINCL,Num,8,Imputation flag: Main air-conditioning equipment,"0=Reported
1=Imputed
9=Inapplicable"
998,ZNWMNCL,Num,8,Imputation flag: Main cooling replaced,"0=Reported
1=Imputed
9=Inapplicable"
999,ZEMCS,Num,8,Imputation flag: Building automation system (BAS),"0=Reported
1=Imputed
9=Inapplicable"
1000,ZEMCSHT,Num,8,Imputation flag: BAS controls heating,"0=Reported
1=Imputed
9=Inapplicable"
1001,ZEMCSCL,Num,8,Imputation flag: BAS controls A/C,"0=Reported
1=Imputed
9=Inapplicable"
1002,ZEMCSLT,Num,8,Imputation flag: BAS controls lighting,"0=Reported
1=Imputed
9=Inapplicable"
1003,ZSMRTTHRM,Num,8,Imputation flag: Smart thermostats,"0=Reported
1=Imputed
9=Inapplicable"
1004,ZHWRDHT,Num,8,Imputation flag: How reduce heating,"0=Reported
1=Imputed
9=Inapplicable"
1005,ZHWRDCL,Num,8,Imputation flag: How reduce A/C,"0=Reported
1=Imputed
9=Inapplicable"
1006,ZVAV,Num,8,Imputation flag: Variable air volume (VAV) system,"0=Reported
1=Imputed
9=Inapplicable"
1007,ZDOAS,Num,8,Imputation flag: Dedicated outside air system (DOAS),"0=Reported
1=Imputed
9=Inapplicable"
1008,ZDCV,Num,8,Imputation flag: Demand controlled ventilation (DCV),"0=Reported
1=Imputed
9=Inapplicable"
1009,ZECN,Num,8,Imputation flag: Economizer cycle,"0=Reported
1=Imputed
9=Inapplicable"
1010,ZMAINT,Num,8,Imputation flag: Regular HVAC maintenance,"0=Reported
1=Imputed
9=Inapplicable"
1011,ZELWATR,Num,8,Imputation flag: Electricity used for water heating,"0=Reported
1=Imputed
9=Inapplicable"
1012,ZNGWATR,Num,8,Imputation flag: Natural gas used for water heating,"0=Reported
1=Imputed
9=Inapplicable"
1013,ZFKWATR,Num,8,Imputation flag: Fuel oil used for water heating,"0=Reported
1=Imputed
9=Inapplicable"
1014,ZPRWATR,Num,8,Imputation flag: Propane used for water heating,"0=Reported
1=Imputed
9=Inapplicable"
1015,ZSTWATR,Num,8,Imputation flag: District steam used for water heating,"0=Reported
1=Imputed
9=Inapplicable"
1016,ZHWWATR,Num,8,Imputation flag: District hot water used for water heating,"0=Reported
1=Imputed
9=Inapplicable"
1017,ZWOWATR,Num,8,Imputation flag: Wood used for water heating,"0=Reported
1=Imputed
9=Inapplicable"
1018,ZCOWATR,Num,8,Imputation flag: Coal used for water heating,"0=Reported
1=Imputed
9=Inapplicable"
1019,ZSOWATR,Num,8,Imputation flag: Solar thermal used for water heating,"0=Reported
1=Imputed
9=Inapplicable"
1020,ZOTWATR,Num,8,Imputation flag: Other energy source used for water heating,"0=Reported
1=Imputed
9=Inapplicable"
1021,ZWTHTEQ,Num,8,Imputation flag: Water heating equipment,"0=Reported
1=Imputed
9=Inapplicable"
1022,ZBOOSTWT,Num,8,Imputation flag: Booster water heaters,"0=Reported
1=Imputed
9=Inapplicable"
1023,ZELCOOK,Num,8,Imputation flag: Electricity used for cooking,"0=Reported
1=Imputed
9=Inapplicable"
1024,ZNGCOOK,Num,8,Imputation flag: Natural gas used for cooking,"0=Reported
1=Imputed
9=Inapplicable"
1025,ZFKCOOK,Num,8,Imputation flag: Fuel oil used for cooking,"0=Reported
1=Imputed
9=Inapplicable"
1026,ZPRCOOK,Num,8,Imputation flag: Propane used for cooking,"0=Reported
1=Imputed
9=Inapplicable"
1027,ZSTCOOK,Num,8,Imputation flag: District steam used for cooking,"0=Reported
1=Imputed
9=Inapplicable"
1028,ZHWCOOK,Num,8,Imputation flag: District hot water used for cooking,"0=Reported
1=Imputed
9=Inapplicable"
1029,ZWOCOOK,Num,8,Imputation flag: Wood used for cooking,"0=Reported
1=Imputed
9=Inapplicable"
1030,ZCOCOOK,Num,8,Imputation flag: Coal used for cooking,"0=Reported
1=Imputed
9=Inapplicable"
1031,ZOTCOOK,Num,8,Imputation flag: Other energy source used for cooking,"0=Reported
1=Imputed
9=Inapplicable"
1032,ZELMANU,Num,8,Imputation flag: Electricity used for manufacturing,"0=Reported
1=Imputed
9=Inapplicable"
1033,ZNGMANU,Num,8,Imputation flag: Natural gas used for manufacturing,"0=Reported
1=Imputed
9=Inapplicable"
1034,ZFKMANU,Num,8,Imputation flag: Fuel oil used for manufacturing,"0=Reported
1=Imputed
9=Inapplicable"
1035,ZPRMANU,Num,8,Imputation flag: Propane used for manufacturing,"0=Reported
1=Imputed
9=Inapplicable"
1036,ZSTMANU,Num,8,Imputation flag: District steam used for manufacturing,"0=Reported
1=Imputed
9=Inapplicable"
1037,ZHWMANU,Num,8,Imputation flag: District hot water used for manufacturing,"0=Reported
1=Imputed
9=Inapplicable"
1038,ZWOMANU,Num,8,Imputation flag: Wood used for manufacturing,"0=Reported
1=Imputed
9=Inapplicable"
1039,ZCOMANU,Num,8,Imputation flag: Coal used for manufacturing,"0=Reported
1=Imputed
9=Inapplicable"
1040,ZOTMANU,Num,8,Imputation flag: Other energy source used for manufacturing,"0=Reported
1=Imputed
9=Inapplicable"
1041,ZCAPGEN,Num,8,Imputation flag: Electricity generation capability,"0=Reported
1=Imputed
9=Inapplicable"
1042,ZPVC,Num,8,Imputation flag: Solar panels used to generate electricity,"0=Reported
1=Imputed
9=Inapplicable"
1043,ZENGINE,Num,8,Imputation flag: Reciprocating engine generator,"0=Reported
1=Imputed
9=Inapplicable"
1044,ZFUELCL,Num,8,Imputation flag: Fuel cells,"0=Reported
1=Imputed
9=Inapplicable"
1045,ZLRGTRB,Num,8,Imputation flag: Large turbines,"0=Reported
1=Imputed
9=Inapplicable"
