category,file_order,col_name,col_type,length,format,col_description,codes,codes_dict
4,336.0,WOSRC,Char,1.0,$WOSRC.,How obtain wood,"'1' = 'Purchased all the wood'
'2' = 'Obtained it all free of charge'
'3' = 'Some purchased and some free'
Missing = Not applicable","{'1': 'Purchased all the wood', '2': 'Obtained it all free of charge', '3': 'Some purchased and some free', 'Missing': 'Not applicable'}"
4,337.0,WOEXP,Num,8.0,COMMA6.,Expenditures for wood,"2 - 16,000
999,999 = Don't know
Missing = Not applicable","{'2 - 16,000': 'continuous numerical range', '999,999': 'Dont know', 'Missing': 'Not applicable'}"
4,338.0,WOEXPC,Char,1.0,$WODOLS.,Wood expenditures category,"'1' = '$1 to $100'
'2' = '$101 to $500'
'3' = '$501 to $1,000'
'4' = '$1,001 to $2,000'
'5' = 'Over $2,000'
Missing = Not applicable","{'1': '$1 to $100', '2': '$101 to $500', '3': '$501 to $1,000', '4': '$1,001 to $2,000', '5': 'Over $2,000', 'Missing': 'Not applicable'}"
5,339.0,AMIMETER,Char,1.0,$YESNO.,AMI smart metering,"'1' = 'Yes'
'2' = 'No'
'7' = 'Undetermined'
'8' = 'Refused'
'9' = 'Don't know'
Missing = Not applicable","{'1': 'Yes', '2': 'No', '7': 'Undetermined', '8': 'Refused', '9': 'Dont know', 'Missing': 'Not applicable'}"
5,340.0,ENRGYPLN,Char,1.0,$YESNO.,Energy management plan,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable","{'1': 'Yes', '2': 'No', 'Missing': 'Not applicable'}"
6,341.0,SNACK,Char,1.0,$YESNO.,Snack bar or concession stand,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable","{'1': 'Yes', '2': 'No', 'Missing': 'Not applicable'}"
6,342.0,FASTFD,Char,1.0,$YESNO.,Fast food or small restaurant,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable","{'1': 'Yes', '2': 'No', 'Missing': 'Not applicable'}"
6,343.0,CAF,Char,1.0,$YESNO.,Cafeteria or large restaurant,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable","{'1': 'Yes', '2': 'No', 'Missing': 'Not applicable'}"
6,344.0,FDPREP,Char,1.0,$YESNO.,Commercial or large kitchen,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable","{'1': 'Yes', '2': 'No', 'Missing': 'Not applicable'}"
6,345.0,KITCHN,Char,1.0,$YESNO.,Small kitchen area,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable","{'1': 'Yes', '2': 'No', 'Missing': 'Not applicable'}"
6,346.0,BREAKRM,Char,1.0,$YESNO.,"Employee lounge, breakroom, or pantry","'1' = 'Yes'
'2' = 'No'
Missing = Not applicable","{'1': 'Yes', '2': 'No', 'Missing': 'Not applicable'}"
6,347.0,OTFDRM,Char,1.0,$YESNO.,Other food prep or serving area,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable","{'1': 'Yes', '2': 'No', 'Missing': 'Not applicable'}"
6,348.0,HWTRM,Char,1.0,$YESNO.,Large amounts of hot water,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable","{'1': 'Yes', '2': 'No', 'Missing': 'Not applicable'}"
6,349.0,LAUNDR,Char,1.0,$LAUND.,Laundry onsite,"'1' = 'In this building'
'2' = 'In another building on-site'
'3' = 'By an off-site laundry service'
Missing = Not applicable","{'1': 'In this building', '2': 'In another building on-site', '3': 'By an off-site laundry service', 'Missing': 'Not applicable'}"
6,350.0,CONFSP,Char,1.0,$YESNO.,Conference or event space,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable","{'1': 'Yes', '2': 'No', 'Missing': 'Not applicable'}"
6,351.0,CONFSPP,Num,8.0,,Percent conference or event space,"1 - 50
Missing = Not applicable","{'1 - 50': 'continuous numerical range', 'Missing': 'Not applicable'}"
6,352.0,MEDEQP,Char,1.0,$YESNO.,Medical equipment,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable","{'1': 'Yes', '2': 'No', 'Missing': 'Not applicable'}"
6,353.0,XRAYN,Num,8.0,,Number of X-ray machines,"0 - 20
995 = More than 20
Missing = Not applicable","{'0 - 20': 'continuous numerical range', '995': 'More than 20', 'Missing': 'Not applicable'}"
6,354.0,CTSCAN,Char,1.0,$YESNO.,CT scan machines,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable","{'1': 'Yes', '2': 'No', 'Missing': 'Not applicable'}"
6,355.0,MRI,Char,1.0,$YESNO.,MRI machines,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable","{'1': 'Yes', '2': 'No', 'Missing': 'Not applicable'}"
6,356.0,LINACC,Char,1.0,$YESNO.,Linear accelerators,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable","{'1': 'Yes', '2': 'No', 'Missing': 'Not applicable'}"
6,357.0,OUTSURG,Char,1.0,$YESNO.,Operating rooms for outpatient surgery,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable","{'1': 'Yes', '2': 'No', 'Missing': 'Not applicable'}"
6,358.0,LABEQP,Char,1.0,$YESNO.,Laboratory equipment,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable","{'1': 'Yes', '2': 'No', 'Missing': 'Not applicable'}"
6,359.0,MCHEQP,Char,1.0,$YESNO.,Machine equipment,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable","{'1': 'Yes', '2': 'No', 'Missing': 'Not applicable'}"
6,360.0,POOL,Char,1.0,$YESNO.,Indoor swimming pool,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable","{'1': 'Yes', '2': 'No', 'Missing': 'Not applicable'}"
6,361.0,HTPOOL,Char,1.0,$YESNO.,Heated indoor swimming pool,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable","{'1': 'Yes', '2': 'No', 'Missing': 'Not applicable'}"
6,362.0,POOLSRC,Char,1.0,$POOLSRC.,Pool energy source,"'1' = 'Electricity'
'2' = 'Natural gas'
'3' = 'Fuel oil/Diesel/Kerosene'
'4' = 'Bottled gas/LPG/Propane'
'5' = 'Solar'
'6' = 'Some other energy source'
Missing = Not applicable","{'1': 'Electricity', '2': 'Natural gas', '3': 'Fuel oil/Diesel/Kerosene', '4': 'Bottled gas/LPG/Propane', '5': 'Solar', '6': 'Some other energy source', 'Missing': 'Not applicable'}"
6,363.0,STRLZR,Char,1.0,$YESNO.,Sterilizers or autoclaves,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable","{'1': 'Yes', '2': 'No', 'Missing': 'Not applicable'}"
6,364.0,RFGEQP,Char,1.0,$YESNO.,Refrigeration,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable","{'1': 'Yes', '2': 'No', 'Missing': 'Not applicable'}"
6,365.0,RFGRES,Char,1.0,$YESNO.,Full-size residential-type refrigerator,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable","{'1': 'Yes', '2': 'No', 'Missing': 'Not applicable'}"
6,366.0,RFGCOMP,Char,1.0,$YESNO.,Half-size or compact refrigerators,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable","{'1': 'Yes', '2': 'No', 'Missing': 'Not applicable'}"
6,367.0,RFGWI,Char,1.0,$YESNO.,Walk-in refrigeration units,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable","{'1': 'Yes', '2': 'No', 'Missing': 'Not applicable'}"
6,368.0,RFGOP,Char,1.0,$YESNO.,Open case refrigeration units,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable","{'1': 'Yes', '2': 'No', 'Missing': 'Not applicable'}"
6,369.0,RFGCL,Char,1.0,$YESNO.,Closed case refrigeration units,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable","{'1': 'Yes', '2': 'No', 'Missing': 'Not applicable'}"
6,370.0,RFGVEN,Char,1.0,$YESNO.,Refrigerated vending machines,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable","{'1': 'Yes', '2': 'No', 'Missing': 'Not applicable'}"
6,371.0,RFGICE,Char,1.0,$YESNO.,Commercial ice makers,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable","{'1': 'Yes', '2': 'No', 'Missing': 'Not applicable'}"
6,372.0,RFGSTO,Char,1.0,$YESNO.,Large cold storage areas,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable","{'1': 'Yes', '2': 'No', 'Missing': 'Not applicable'}"
6,373.0,RFGRSN,Num,8.0,COMMA5.,Number of residential refrigerators,"1 - 1,000
Missing = Not applicable","{'1 - 1,000': 'continuous numerical range', 'Missing': 'Not applicable'}"
6,374.0,RFGCOMPN,Num,8.0,COMMA5.,Number of compact refrigerators,"1 - 1,000
99995 = More than 1,000
Missing = Not applicable","{'1 - 1,000': 'continuous numerical range', '99995': 'More than 1,000', 'Missing': 'Not applicable'}"
6,375.0,RFGWIN,Num,8.0,,Number of walk-in units,"1 - 350
Missing = Not applicable","{'1 - 350': 'continuous numerical range', 'Missing': 'Not applicable'}"
6,376.0,RFGOPN,Num,8.0,,Number of open case refrigeration units,"1 - 300
Missing = Not applicable","{'1 - 300': 'continuous numerical range', 'Missing': 'Not applicable'}"
6,377.0,RFGCLN,Num,8.0,,Number of closed case refrigeration units,"1 - 500
Missing = Not applicable","{'1 - 500': 'continuous numerical range', 'Missing': 'Not applicable'}"
6,378.0,RFGVNN,Num,8.0,,Number of refrigerated vending machines,"1 - 300
Missing = Not applicable","{'1 - 300': 'continuous numerical range', 'Missing': 'Not applicable'}"
6,379.0,RFGICN,Num,8.0,,Number of ice makers,"1 - 500
Missing = Not applicable","{'1 - 500': 'continuous numerical range', 'Missing': 'Not applicable'}"
6,380.0,RFGSTP,Num,8.0,,Percent cold storage,"1 - 100
Missing = Not applicable","{'1 - 100': 'continuous numerical range', 'Missing': 'Not applicable'}"
6,381.0,WHRECOV,Char,1.0,$YESNO.,Waste heat recovery,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable","{'1': 'Yes', '2': 'No', 'Missing': 'Not applicable'}"
6,382.0,WHHT2,Char,1.0,$YESNO.,Waste heat used for secondary heating,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable","{'1': 'Yes', '2': 'No', 'Missing': 'Not applicable'}"
6,383.0,WHWT,Char,1.0,$YESNO.,Waste heat used for water heating,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable","{'1': 'Yes', '2': 'No', 'Missing': 'Not applicable'}"
6,384.0,WHOT,Char,1.0,$YESNO.,Waste heat used for some other use,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable","{'1': 'Yes', '2': 'No', 'Missing': 'Not applicable'}"
6,385.0,PCTERM,Char,1.0,$YESNO.,Computers used,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable","{'1': 'Yes', '2': 'No', 'Missing': 'Not applicable'}"
6,386.0,PCTERMN,Num,8.0,COMMA8.,Number of computers,"0 - 4,195
Missing = Not applicable","{'0 - 4,195': 'continuous numerical range', 'Missing': 'Not applicable'}"
6,387.0,PCTRMC,Char,2.0,$PCTRMC.,Number of computers category,"'00' = 'Zero'
'01' = '1 to 4'
'02' = '5 to 9'
'03' = '10 to 19'
'04' = '20 to 49'
'05' = '50 to 99'
'06' = '100 to 249'
'07' = '250 to 499'
'08' = '500 to 999'
'09' = '1,000 to 2,499'
'10' = '2,500 or more'
Missing = Not applicable","{'00': 'Zero', '01': '1 to 4', '02': '5 to 9', '03': '10 to 19', '04': '20 to 49', '05': '50 to 99', '06': '100 to 249', '07': '250 to 499', '08': '500 to 999', '09': '1,000 to 2,499', '10': '2,500 or more', 'Missing': 'Not applicable'}"
6,388.0,MLTMON,Char,1.0,$YESNO.,Multiple monitors,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable","{'1': 'Yes', '2': 'No', 'Missing': 'Not applicable'}"
6,389.0,MLTMNC,Char,1.0,$ALLFEW.,Multiple monitor category,"'1' = 'All'
'2' = 'Most'
'3' = 'Some'
'4' = 'A few'
Missing = Not applicable","{'1': 'All', '2': 'Most', '3': 'Some', '4': 'A few', 'Missing': 'Not applicable'}"
6,390.0,FLATC,Char,1.0,$FLATC.,Flat screen category,"'1' = 'All'
'2' = 'Most'
'3' = 'Some'
'4' = 'A few'
'5' = 'None'
Missing = Not applicable","{'1': 'All', '2': 'Most', '3': 'Some', '4': 'A few', '5': 'None', 'Missing': 'Not applicable'}"
6,391.0,LAPTPN,Num,8.0,COMMA8.,Number of laptops,"0 - 1,420
Missing = Not applicable","{'0 - 1,420': 'continuous numerical range', 'Missing': 'Not applicable'}"
6,392.0,LAPTPC,Char,2.0,$LAPTPC.,Number of laptops category,"'00' = 'Zero'
'01' = '1 to 4'
'02' = '5 to 9'
'03' = '10 to 19'
'04' = '20 to 49'
'05' = '50 to 99'
'06' = '100 to 249'
'07' = '250 to 499'
'08' = '500 to 999'
'09' = '1,000 or more'
Missing = Not applicable","{'00': 'Zero', '01': '1 to 4', '02': '5 to 9', '03': '10 to 19', '04': '20 to 49', '05': '50 to 99', '06': '100 to 249', '07': '250 to 499', '08': '500 to 999', '09': '1,000 or more', 'Missing': 'Not applicable'}"
6,393.0,PRNTRN,Num,8.0,COMMA8.,Number of printers,"0 - 5,000
Missing = Not applicable","{'0 - 5,000': 'continuous numerical range', 'Missing': 'Not applicable'}"
6,394.0,PRNTYP,Char,1.0,$PRNTR.,Type of printers,"'1' = 'Inkjet'
'2' = 'Laser'
'3' = 'Some other type'
'4' = 'Half inkjet, half laser'
Missing = Not applicable","{'1': 'Inkjet', '2': 'Laser', '3': 'Some other type', '4': 'Half inkjet, half laser', 'Missing': 'Not applicable'}"
6,395.0,SERVER,Char,1.0,$YESNO.,Dedicated servers,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable","{'1': 'Yes', '2': 'No', 'Missing': 'Not applicable'}"
6,396.0,SERVERN,Num,8.0,COMMA8.,Number of servers,"0 - 499
9,995 = 500 or more
Missing = Not applicable","{'0 - 499': 'continuous numerical range', '9,995': '500 or more', 'Missing': 'Not applicable'}"
6,397.0,SERVERC,Char,2.0,$SERVERC.,Number of servers category,"'00' = 'Zero'
'01' = '1 to 4'
'02' = '5 to 9'
'03' = '10 to 19'
'04' = '20 to 49'
'05' = '50 to 99'
'06' = '100 to 249'
'07' = '250 to 499'
'08' = '500 or more'
Missing = Not applicable","{'00': 'Zero', '01': '1 to 4', '02': '5 to 9', '03': '10 to 19', '04': '20 to 49', '05': '50 to 99', '06': '100 to 249', '07': '250 to 499', '08': '500 or more', 'Missing': 'Not applicable'}"
6,398.0,DATACNTR,Char,1.0,$YESNO.,Data center or server farm,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable","{'1': 'Yes', '2': 'No', 'Missing': 'Not applicable'}"
6,399.0,DCNTRSFC,Char,1.0,$DCNTRSF.,Data center or server farm sqft category,"'1' ='500 square feet or less'
'2' ='501 to 1,500 square feet'
'3' ='1,501 to 3,000 square feet'
'4' ='3,001 to 10,000 square feet'
'5' ='Over 10,000 square feet'
Missing = Not applicable","{'1': '500 square feet or less', '2': '501 to 1,500 square feet', '3': '1,501 to 3,000 square feet', '4': '3,001 to 10,000 square feet', '5': 'Over 10,000 square feet', 'Missing': 'Not applicable'}"
6,400.0,TRNGRM,Char,1.0,$YESNO.,Computer-based training room,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable","{'1': 'Yes', '2': 'No', 'Missing': 'Not applicable'}"
6,401.0,STDNRM,Char,1.0,$YESNO.,Student or public computer center,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable","{'1': 'Yes', '2': 'No', 'Missing': 'Not applicable'}"
6,402.0,WBOARDS,Char,1.0,$YESNO.,Interactive whiteboards,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable","{'1': 'Yes', '2': 'No', 'Missing': 'Not applicable'}"
6,403.0,TVVIDEO,Char,1.0,$YESNO.,TV or video displays,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable","{'1': 'Yes', '2': 'No', 'Missing': 'Not applicable'}"
6,404.0,TVVIDEON,Num,8.0,COMMA5.,Number of TV or video displays,"1 - 200
995 = More than 200
Missing = Not applicable","{'1 - 200': 'continuous numerical range', '995': 'More than 200', 'Missing': 'Not applicable'}"
6,405.0,RGSTR,Char,1.0,$YESNO.,Cash registers,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable","{'1': 'Yes', '2': 'No', 'Missing': 'Not applicable'}"
6,406.0,RGSTRN,Num,8.0,COMMA5.,Number of cash registers,"1 - 500
Missing = Not applicable","{'1 - 500': 'continuous numerical range', 'Missing': 'Not applicable'}"
6,407.0,COPIER,Char,1.0,$YESNO.,Photocopiers,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable","{'1': 'Yes', '2': 'No', 'Missing': 'Not applicable'}"
6,408.0,COPIERN,Num,8.0,COMMA5.,Number of photocopiers,"1 - 1,500
Missing = Not applicable","{'1 - 1,500': 'continuous numerical range', 'Missing': 'Not applicable'}"
6,409.0,FAX,Char,1.0,$YESNO.,FAX machines,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable","{'1': 'Yes', '2': 'No', 'Missing': 'Not applicable'}"
7,410.0,LTOHRP,Num,8.0,,Percent lit when open,"0 - 100
Missing = Not applicable","{'0 - 100': 'continuous numerical range', 'Missing': 'Not applicable'}"
7,411.0,LOHRPC,Char,1.0,$LIT1CAT.,Lit when open category,"'1' = '1 to 25 percent'
'2' = '26 to 50 percent'
'3' = '51 to 75 percent'
'4' = '76 to 100 percent'
'5' = 'Not lit at all when it is normally open'
Missing = Not applicable","{'1': '1 to 25 percent', '2': '26 to 50 percent', '3': '51 to 75 percent', '4': '76 to 100 percent', '5': 'Not lit at all when it is normally open', 'Missing': 'Not applicable'}"
7,412.0,LTNR24,Char,1.0,$YESNO.,Lights off during 24 hours,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable","{'1': 'Yes', '2': 'No', 'Missing': 'Not applicable'}"
7,413.0,LTNHRP,Num,8.0,,Percent lit off hours,"0 - 100
Missing = Not applicable","{'0 - 100': 'continuous numerical range', 'Missing': 'Not applicable'}"
7,414.0,LNHRPC,Char,1.0,$LIT2CAT.,Lit off hours category,"'1' = '1 to 25 percent'
'2' = '26 to 50 percent'
'3' = '51 to 75 percent'
'4' = '76 to 100 percent'
'5' = 'Not lit at all during off hours'
Missing = Not applicable","{'1': '1 to 25 percent', '2': '26 to 50 percent', '3': '51 to 75 percent', '4': '76 to 100 percent', '5': 'Not lit at all during off hours', 'Missing': 'Not applicable'}"
7,415.0,RDLTNF,Char,1.0,$YESNO.,Lighting reduced during off hours,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable","{'1': 'Yes', '2': 'No', 'Missing': 'Not applicable'}"
7,416.0,FLUOR,Char,1.0,$YESNO.,Fluorescent bulbs,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable","{'1': 'Yes', '2': 'No', 'Missing': 'Not applicable'}"
7,417.0,CFLR,Char,1.0,$YESNO.,Compact fluorescent bulbs,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable","{'1': 'Yes', '2': 'No', 'Missing': 'Not applicable'}"
7,418.0,BULB,Char,1.0,$YESNO.,Incandescent bulbs,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable","{'1': 'Yes', '2': 'No', 'Missing': 'Not applicable'}"
7,419.0,HALO,Char,1.0,$YESNO.,Halogen bulbs,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable","{'1': 'Yes', '2': 'No', 'Missing': 'Not applicable'}"
7,420.0,HID,Char,1.0,$YESNO.,High intensity discharge (HID) bulbs,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable","{'1': 'Yes', '2': 'No', 'Missing': 'Not applicable'}"
7,421.0,LED,Char,1.0,$YESNO.,Light-emitting diode (LED) bulbs,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable","{'1': 'Yes', '2': 'No', 'Missing': 'Not applicable'}"
7,422.0,OTLT,Char,1.0,$YESNO.,Other type of bulbs,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable","{'1': 'Yes', '2': 'No', 'Missing': 'Not applicable'}"
7,423.0,FLUORP,Num,8.0,,Percent lit by fluorescent,"0 - 100
Missing = Not applicable","{'0 - 100': 'continuous numerical range', 'Missing': 'Not applicable'}"
7,424.0,CFLRP,Num,8.0,,Percent lit by compact fluorescent,"0 - 100
Missing = Not applicable","{'0 - 100': 'continuous numerical range', 'Missing': 'Not applicable'}"
7,425.0,BULBP,Num,8.0,,Percent lit by incandescent,"0 - 100
Missing = Not applicable","{'0 - 100': 'continuous numerical range', 'Missing': 'Not applicable'}"
7,426.0,HALOP,Num,8.0,,Percent lit by halogen,"0 - 100
Missing = Not applicable","{'0 - 100': 'continuous numerical range', 'Missing': 'Not applicable'}"
7,427.0,HIDP,Num,8.0,,Percent lit by HID,"0 - 100
Missing = Not applicable","{'0 - 100': 'continuous numerical range', 'Missing': 'Not applicable'}"
7,428.0,LEDP,Num,8.0,,Percent lit by LED,"0 - 100
Missing = Not applicable","{'0 - 100': 'continuous numerical range', 'Missing': 'Not applicable'}"
7,429.0,OTLTP,Num,8.0,,Percent lit by other lighting,"0 - 100
Missing = Not applicable","{'0 - 100': 'continuous numerical range', 'Missing': 'Not applicable'}"
7,430.0,EMCSLT,Char,1.0,$YESNO.,BAS controls lighting,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable","{'1': 'Yes', '2': 'No', 'Missing': 'Not applicable'}"
7,431.0,SCHED,Char,1.0,$YESNO.,Light scheduling,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable","{'1': 'Yes', '2': 'No', 'Missing': 'Not applicable'}"
7,432.0,OCSN,Char,1.0,$YESNO.,Occupancy sensors,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable","{'1': 'Yes', '2': 'No', 'Missing': 'Not applicable'}"
7,433.0,DIM,Char,1.0,$YESNO.,Multi-level lighting or dimming,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable","{'1': 'Yes', '2': 'No', 'Missing': 'Not applicable'}"
7,434.0,DAYHARV,Char,1.0,$YESNO.,Daylight harvesting,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable","{'1': 'Yes', '2': 'No', 'Missing': 'Not applicable'}"
7,435.0,TRIM,Char,1.0,$YESNO.,High-end trimming or light-level tuning,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable","{'1': 'Yes', '2': 'No', 'Missing': 'Not applicable'}"
7,436.0,PLGCTRL,Char,1.0,$YESNO.,Plug load control,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable","{'1': 'Yes', '2': 'No', 'Missing': 'Not applicable'}"
7,437.0,DRLGHT,Char,1.0,$YESNO.,Demand responsive lighting,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable","{'1': 'Yes', '2': 'No', 'Missing': 'Not applicable'}"
7,438.0,LTEXPC,Char,1.0,$LTEXPC.,Percent of exterior lighted,"'1' = 'Less than 10 percent'
'2' = '10 to 25 percent'
'3' = '25 to 50 percent'
'4' = 'More than 50 percent'
Missing = Not applicable","{'1': 'Less than 10 percent', '2': '10 to 25 percent', '3': '25 to 50 percent', '4': 'More than 50 percent', 'Missing': 'Not applicable'}"
7,439.0,PKLT,Char,1.0,$YESNO.,Lighted parking area,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable","{'1': 'Yes', '2': 'No', 'Missing': 'Not applicable'}"
7,440.0,WINTYP,Char,1.0,$WINTYP.,Window glass type,"'1' = 'Single layer glass'
'2' = 'Multi-layer glass'
'3' = 'Combination of both'
'4' = 'No windows'","{'1': 'Single layer glass', '2': 'Multi-layer glass', '3': 'Combination of both', '4': 'No windows'}"
7,441.0,TINT,Char,1.0,$YESNO.,Tinted window glass,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable","{'1': 'Yes', '2': 'No', 'Missing': 'Not applicable'}"
7,442.0,REFL,Char,1.0,$YESNO.,Reflective window glass,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable","{'1': 'Yes', '2': 'No', 'Missing': 'Not applicable'}"
7,443.0,AWN,Char,1.0,$YESNO.,External overhangs or awnings,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable","{'1': 'Yes', '2': 'No', 'Missing': 'Not applicable'}"
7,444.0,SKYLT,Char,1.0,$YESNO.,Skylights or atriums,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable","{'1': 'Yes', '2': 'No', 'Missing': 'Not applicable'}"
7,445.0,DAYLTP,Num,8.0,,Percent daylight,"0 - 100
Missing = Not applicable","{'0 - 100': 'continuous numerical range', 'Missing': 'Not applicable'}"
10,1049.0,HDD65,Num,8.0,,Heating degree days (base 65),,{'no code': 'continuous numerical value'}
10,1050.0,CDD65,Num,8.0,,Cooling degree days (base 65),,{'no code': 'continuous numerical value'}
10,1051.0,MFUSED,Char,1.0,$YESNO.,Any major fuel used,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable","{'1': 'Yes', '2': 'No', 'Missing': 'Not applicable'}"
10,1052.0,MFBTU,Num,8.0,,Annual major fuel consumption (thous Btu),,{'no code': 'continuous numerical value'}
10,1053.0,MFEXP,Num,8.0,,Annual major fuel expenditures ($),,{'no code': 'continuous numerical value'}
10,1054.0,ELCNS,Num,8.0,,Annual electricity consumption (kWh),,{'no code': 'continuous numerical value'}
10,1055.0,ELBTU,Num,8.0,,Annual electricity consumption (thous Btu),,{'no code': 'continuous numerical value'}
10,1056.0,ELEXP,Num,8.0,,Annual electricity expenditures ($),,{'no code': 'continuous numerical value'}
10,1057.0,NGCNS,Num,8.0,,Annual natural gas consumption (ccf),,{'no code': 'continuous numerical value'}
10,1058.0,NGBTU,Num,8.0,,Annual natural gas consumption (thous Btu),,{'no code': 'continuous numerical value'}
10,1059.0,NGEXP,Num,8.0,,Annual natural gas expenditures ($),,{'no code': 'continuous numerical value'}
10,1060.0,FKCNS,Num,8.0,,Annual fuel oil consumption (gallons),,{'no code': 'continuous numerical value'}
10,1061.0,FKBTU,Num,8.0,,Annual fuel oil consumption (thous Btu),,{'no code': 'continuous numerical value'}
10,1062.0,FKEXP,Num,8.0,,Annual fuel oil expenditures ($),,{'no code': 'continuous numerical value'}
10,1063.0,DHUSED,Char,1.0,$YESNO.,District heat (steam or hot water) used,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable","{'1': 'Yes', '2': 'No', 'Missing': 'Not applicable'}"
10,1064.0,DHHT1,Char,1.0,$YESNO.,District heat used for main heating,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable","{'1': 'Yes', '2': 'No', 'Missing': 'Not applicable'}"
10,1065.0,DHHT2,Char,1.0,$YESNO.,District heat used for secondary heating,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable","{'1': 'Yes', '2': 'No', 'Missing': 'Not applicable'}"
10,1066.0,DHCOOL,Char,1.0,$YESNO.,District heat used for cooling,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable","{'1': 'Yes', '2': 'No', 'Missing': 'Not applicable'}"
10,1067.0,DHCOOK,Char,1.0,$YESNO.,District heat used for cooking,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable","{'1': 'Yes', '2': 'No', 'Missing': 'Not applicable'}"
10,1068.0,DHWATR,Char,1.0,$YESNO.,District heat used for water heating,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable","{'1': 'Yes', '2': 'No', 'Missing': 'Not applicable'}"
10,1069.0,DHMANU,Char,1.0,$YESNO.,District heat used for manufacturing,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable","{'1': 'Yes', '2': 'No', 'Missing': 'Not applicable'}"
10,1070.0,DHOTH,Char,1.0,$YESNO.,District heat used for some other use,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable","{'1': 'Yes', '2': 'No', 'Missing': 'Not applicable'}"
