CATEOGORIES,File order,"Variable
name",Variable type,"Len-
gth",Format,Label,Values/Format codes,
get rid of,533,ZFKUSED,Char,1,$ZVAR.,Imputed fuel oil/diesel/kerosene used,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'",
get rid of,534,ZPRUSED,Char,1,$ZVAR.,Imputed bottled gas/LPG/propane used,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'",
get rid of,535,ZSTUSED,Char,1,$ZVAR.,Imputed district steam used,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'",
get rid of,536,ZHWUSED,Char,1,$ZVAR.,Imputed district hot water used,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'",
get rid of,537,ZCWUSED,Char,1,$ZVAR.,Imputed district chilled water used,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'",
get rid of,538,ZWOUSED,Char,1,$ZVAR.,Imputed wood used,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'",
get rid of,539,ZCOUSED,Char,1,$ZVAR.,Imputed coal used,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'",
get rid of,540,ZSOUSED,Char,1,$ZVAR.,Imputed solar used,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'",
get rid of,541,ZOTUSED,Char,1,$ZVAR.,Imputed other energy source used,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'",
get rid of,542,ZELHT1,Char,1,$ZVAR.,Imputed electricity used for main heating,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'",
get rid of,543,ZNGHT1,Char,1,$ZVAR.,Imputed natural gas used for main heating,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'",
get rid of,544,ZFKHT1,Char,1,$ZVAR.,Imputed fuel oil used for main heating,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'",
get rid of,545,ZPRHT1,Char,1,$ZVAR.,Imputed propane used for main heating,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'",
get rid of,546,ZSTHT1,Char,1,$ZVAR.,Imputed district steam used for main heating,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'",
get rid of,547,ZHWHT1,Char,1,$ZVAR.,Imputed district hot water used for main heating,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'",
get rid of,548,ZWOHT1,Char,1,$ZVAR.,Imputed wood used for main heating,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'",
get rid of,549,ZCOHT1,Char,1,$ZVAR.,Imputed coal used for main heating,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'",
get rid of,550,ZSOHT1,Char,1,$ZVAR.,Imputed solar used for main heating,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'",
get rid of,551,ZOTHT1,Char,1,$ZVAR.,Imputed other source used for main heating,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'",
get rid of,552,ZELHT2,Char,1,$ZVAR.,Imputed electricity used for secondary heating,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'",
get rid of,553,ZNGHT2,Char,1,$ZVAR.,Imputed natural gas used for secondary heating,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'",
get rid of,554,ZFKHT2,Char,1,$ZVAR.,Imputed fuel oil used for secondary heating,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'",
get rid of,555,ZPRHT2,Char,1,$ZVAR.,Imputed propane used for secondary heating,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'",
get rid of,556,ZSTHT2,Char,1,$ZVAR.,Imputed district steam used for secondary heating,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'",
get rid of,557,ZHWHT2,Char,1,$ZVAR.,Imputed district hot water used for secondary heating,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'",
get rid of,558,ZWOHT2,Char,1,$ZVAR.,Imputed wood used for secondary heating,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'",
get rid of,559,ZCOHT2,Char,1,$ZVAR.,Imputed coal used for secondary heating,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'",
get rid of,560,ZSOHT2,Char,1,$ZVAR.,Imputed solar used for secondary heating,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'",
get rid of,561,ZOTHT2,Char,1,$ZVAR.,Imputed other source used for secondary heating,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'",
get rid of,562,ZHEATP,Char,1,$ZVAR.,Imputed percent heated,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'",
get rid of,563,ZHTLS50,Char,1,$ZVAR.,Imputed heated to less than 50 degrees,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'",
get rid of,564,ZFURNAC,Char,1,$ZVAR.,Imputed furnaces that heat air directly,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'",
get rid of,565,ZPKGHT,Char,1,$ZVAR.,Imputed packaged heating units,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'",
get rid of,566,ZBOILER,Char,1,$ZVAR.,Imputed boilers inside the building,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'",
get rid of,567,ZSTHW,Char,1,$ZVAR.,Imputed district steam or hot water piped in,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'",
get rid of,568,ZHTPMPH,Char,1,$ZVAR.,Imputed heat pumps for heating,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'",
get rid of,569,ZSLFCON,Char,1,$ZVAR.,Imputed individual space heaters,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'",
get rid of,570,ZOTHTEQ,Char,1,$ZVAR.,Imputed other heating equipment,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'",
get rid of,571,ZFURNP,Char,1,$ZVAR.,Imputed percent heated by furnace,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'",
get rid of,572,ZPKGHP,Char,1,$ZVAR.,Imputed percent heated by packaged heating,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'",
get rid of,573,ZBOILP,Char,1,$ZVAR.,Imputed percent heated by boiler,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'",
get rid of,574,ZSTHWP,Char,1,$ZVAR.,Imputed percent heated by dist steam/hot water,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'",
get rid of,575,ZHTPHP,Char,1,$ZVAR.,Imputed percent heated by heat pumps,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'",
get rid of,576,ZSLFCNP,Char,1,$ZVAR.,Imputed percent heated by individual space heaters,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'",
get rid of,577,ZOTHTP,Char,1,$ZVAR.,Imputed percent heated by other heating equipment,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'",
get rid of,578,ZMAINHT,Char,1,$ZVAR.,Imputed main heating equipment,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'",
get rid of,579,ZNWMNHT,Char,1,$ZVAR.,Imputed main heating replaced,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'",
get rid of,580,ZPKGHTTYP,Char,1,$ZVAR.,Imputed type of packaged heating,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'",
get rid of,581,ZPKGFURN,Char,1,$ZVAR.,Imputed packaged heating component: Furnace,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'",
get rid of,582,ZPKGHTP,Char,1,$ZVAR.,Imputed packaged heating component: Heat pump,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'",
get rid of,583,ZPKGCOIL,Char,1,$ZVAR.,Imputed packaged heating component: Heating coil,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'",
get rid of,584,ZPKGPIU,Char,1,$ZVAR.,Imputed packaged heating component: Powered induction unit,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'",
get rid of,585,ZPKGDUCT,Char,1,$ZVAR.,Imputed packaged heating component: Duct reheat,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'",
get rid of,586,ZBLRRAD,Char,1,$ZVAR.,Imputed boiler system: Radiators,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'",
get rid of,587,ZBLRFNCL,Char,1,$ZVAR.,Imputed boiler system: Fan coil units in rooms,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'",
get rid of,588,ZBLRINDC,Char,1,$ZVAR.,Imputed boiler system: Induction units,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'",
get rid of,589,ZBLRLOOP,Char,1,$ZVAR.,Imputed boiler system: Water loop heat pump,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'",
get rid of,590,ZBLRAIR,Char,1,$ZVAR.,Imputed boiler system: Central air handler,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'",
get rid of,591,ZBLRPKG,Char,1,$ZVAR.,Imputed boiler system: Packaged unit,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'",
get rid of,592,ZBLRDUCT,Char,1,$ZVAR.,Imputed boiler system: Duct reheat,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'",
get rid of,593,ZDHRAD,Char,1,$ZVAR.,Imputed district heat system: Radiators,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'",
get rid of,594,ZDHFNCL,Char,1,$ZVAR.,Imputed district heat system: Fan coil units in rooms,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'",
get rid of,595,ZDHINDC,Char,1,$ZVAR.,Imputed district heat system: Induction units,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'",
get rid of,596,ZDHLOOP,Char,1,$ZVAR.,Imputed district heat system: Water loop heat pump,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'",
get rid of,597,ZDHAIR,Char,1,$ZVAR.,Imputed district heat system: Central air handler,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'",
get rid of,598,ZDHPKG,Char,1,$ZVAR.,Imputed district heat system: Packaged unit,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'",
get rid of,599,ZDHDUCT,Char,1,$ZVAR.,Imputed district heat system: Duct reheat,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'",
get rid of,600,ZHPHPKG,Char,1,$ZVAR.,Imputed heat pump heating system: Packaged unit,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'",
get rid of,601,ZHPHSPLT,Char,1,$ZVAR.,Imputed heat pump heating system: Split system,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'",
get rid of,602,ZHPHROOM,Char,1,$ZVAR.,Imputed heat pump heating system: Individual room heat pump,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'",
get rid of,603,ZHPHMINI,Char,1,$ZVAR.,Imputed heat pump heating system: Ductless mini-split,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'",
get rid of,604,ZHPHVRF,Char,1,$ZVAR.,Imputed heat pump heating system: Variable refrigerant flow,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'",
get rid of,605,ZHPHAIR,Char,1,$ZVAR.,Imputed heat pump heating type: Air source,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'",
get rid of,606,ZHPHGRD,Char,1,$ZVAR.,Imputed heat pump heating type: Ground source,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'",
get rid of,607,ZHPHDUAL,Char,1,$ZVAR.,Imputed heat pump heating type: Dual source,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'",
get rid of,608,ZHPHWTR,Char,1,$ZVAR.,Imputed heat pump heating type: Water loop,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'",
get rid of,609,ZHPHBKUP,Char,1,$ZVAR.,Imputed heat pump backup energy source,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'",
get rid of,610,ZSHRDNT,Char,1,$ZVAR.,Imputed individual heater: Infrared radiant,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'",
get rid of,611,ZSHBBRD,Char,1,$ZVAR.,Imputed individual heater: Baseboard,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'",
get rid of,612,ZSHPORT,Char,1,$ZVAR.,Imputed individual heater: Portable space heater,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'",
get rid of,613,ZSHWALL,Char,1,$ZVAR.,Imputed individual heater: Wall heater,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'",
get rid of,614,ZSHFURN,Char,1,$ZVAR.,Imputed individual heater: Individual furnace,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'",
get rid of,615,ZSHUNIT,Char,1,$ZVAR.,Imputed individual heater: Unit heater,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'",
get rid of,616,ZSHPTAC,Char,1,$ZVAR.,Imputed individual heater: Heating element in PTAC,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'",
get rid of,617,ZHTVCAV,Char,1,$ZVAR.,Imputed heating ventilation: Central air handling with CAV,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'",
get rid of,618,ZHTVVAV,Char,1,$ZVAR.,Imputed heating ventilation: Central air handling with VAV,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'",
get rid of,619,ZHTVFLR,Char,1,$ZVAR.,Imputed heating ventilation: Underfloor air distribution,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'",
get rid of,620,ZHTVOAS,Char,1,$ZVAR.,Imputed heating ventilation: Dedicated outside air system,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'",
get rid of,621,ZHTVDEM,Char,1,$ZVAR.,Imputed heating ventilation: Demand controlled ventilation,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'",
get rid of,622,ZHTVNON,Char,1,$ZVAR.,Imputed heating ventilation: None of these,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'",
get rid of,623,ZELCOOL,Char,1,$ZVAR.,Imputed electricity used for cooling,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'",
get rid of,624,ZNGCOOL,Char,1,$ZVAR.,Imputed natural gas used for cooling,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'",
get rid of,625,ZFKCOOL,Char,1,$ZVAR.,Imputed fuel oil used for cooling,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'",
get rid of,626,ZPRCOOL,Char,1,$ZVAR.,Imputed propane used for cooling,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'",
get rid of,627,ZSTCOOL,Char,1,$ZVAR.,Imputed district steam  used for cooling,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'",
get rid of,628,ZHWCOOL,Char,1,$ZVAR.,Imputed district hot water used for cooling,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'",
get rid of,629,ZCWCOOL,Char,1,$ZVAR.,Imputed district chilled water used for cooling,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'",
get rid of,630,ZOTCOOL,Char,1,$ZVAR.,Imputed other source used for cooling,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'",
get rid of,631,ZCOOLP,Char,1,$ZVAR.,Imputed percent cooled,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'",
get rid of,632,ZRCAC,Char,1,$ZVAR.,Imputed residential type central A/C,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'",
get rid of,633,ZPKGCL,Char,1,$ZVAR.,Imputed packaged A/C units,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'",
get rid of,634,ZCHILLR,Char,1,$ZVAR.,Imputed central chillers inside the building,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'",
get rid of,635,ZCHWT,Char,1,$ZVAR.,Imputed district chilled water piped in,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'",
get rid of,636,ZHTPMPC,Char,1,$ZVAR.,Imputed heat pumps for cooling,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'",
get rid of,637,ZACWNWL,Char,1,$ZVAR.,Imputed individual room air conditioners,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'",
get rid of,638,ZEVAPCL,Char,1,$ZVAR.,Imputed evaporative or swamp coolers,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'",
get rid of,639,ZOTCLEQ,Char,1,$ZVAR.,Imputed other cooling equipment,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'",
get rid of,640,ZRCACP,Char,1,$ZVAR.,Imputed percent cooled by central A/C,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'",
get rid of,641,ZPKGCP,Char,1,$ZVAR.,Imputed percent cooled by packaged A/C units,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'",
get rid of,642,ZCHILP,Char,1,$ZVAR.,Imputed percent cooled by central chillers,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'",
get rid of,643,ZCHWTP,Char,1,$ZVAR.,Imputed percent cooled by district chilled water,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'",
get rid of,644,ZHTPCP,Char,1,$ZVAR.,Imputed percent cooled by heat pumps,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'",
get rid of,645,ZACWNWP,Char,1,$ZVAR.,Imputed percent cooled by individual room A/C,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'",
get rid of,646,ZEVAPP,Char,1,$ZVAR.,Imputed percent cooled by swamp coolers,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'",
get rid of,647,ZOTCLP,Char,1,$ZVAR.,Imputed percent cooled by other cooling equipment,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'",
get rid of,648,ZMAINCL,Char,1,$ZVAR.,Imputed main cooling equipment,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'",
get rid of,649,ZNWMNCL,Char,1,$ZVAR.,Imputed main cooling replaced,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'",
get rid of,650,ZPKGCLTYP,Char,1,$ZVAR.,Imputed type of packaged cooling,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'",
get rid of,651,ZCHLAIRCL,Char,1,$ZVAR.,Imputed chiller type: Air-cooled,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'",
get rid of,652,ZCHLWTRCL,Char,1,$ZVAR.,Imputed chiller type: Water cooled,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'",
get rid of,653,ZCHLABSRP,Char,1,$ZVAR.,Imputed chiller type: Absorption,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'",
get rid of,654,ZHTRCHLR,Char,1,$ZVAR.,Imputed heater chiller,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'",
get rid of,655,ZCHLAIR,Char,1,$ZVAR.,Imputed chiller system: Central air handler,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'",
get rid of,656,ZCHLFNCL,Char,1,$ZVAR.,Imputed chiller system: Fan coil units in rooms,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'",
get rid of,657,ZCHLINDC,Char,1,$ZVAR.,Imputed chiller system: Induction units,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'",
get rid of,658,ZCHLLOOP,Char,1,$ZVAR.,Imputed chiller system: Water loop heat pump,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'",
get rid of,659,ZCHLBEAM,Char,1,$ZVAR.,Imputed chiller system: Chilled beam,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'",
get rid of,660,ZCHLPKG,Char,1,$ZVAR.,Imputed chiller system: Packaged unit,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'",
get rid of,661,ZCHLDUCT,Char,1,$ZVAR.,Imputed chiller system: Duct reheat,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'",
get rid of,662,ZDCWAIR,Char,1,$ZVAR.,Imputed district CW system: Central air handler,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'",
get rid of,663,ZDCWFNCL,Char,1,$ZVAR.,Imputed district CW system: Fan coil units in rooms,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'",
get rid of,664,ZDCWINDC,Char,1,$ZVAR.,Imputed district CW system: Induction units,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'",
