category,File order,"Variable
name",Variable type,Length,Label,Values/Format codes
get rid of,778,ZOPEN24,Num,8,Imputation flag: Open 24 hours a day,"0=Reported
1=Imputed
9=Inapplicable"
get rid of,779,ZOPNMF,Num,8,Imputation flag: Open during week,"0=Reported
1=Imputed
9=Inapplicable"
get rid of,780,ZOPNWE,Num,8,Imputation flag: Open on weekend,"0=Reported
1=Imputed
9=Inapplicable"
get rid of,781,ZWKHRS,Num,8,Imputation flag: Total hours open per week,"0=Reported
1=Imputed
9=Inapplicable"
get rid of,782,ZWKHRSC,Num,8,Imputation flag: Weekly hours category,"0=Reported
1=Imputed
9=Inapplicable"
get rid of,783,ZNWKER,Num,8,Imputation flag: Number of employees,"0=Reported
1=Imputed
9=Inapplicable"
get rid of,784,ZNWKERC,Num,8,Imputation flag: Number of employees category,"0=Reported
1=Imputed
9=Inapplicable"
get rid of,785,ZHT1,Num,8,Imputation flag: Energy used for main heating,"0=Reported
1=Imputed
9=Inapplicable"
get rid of,786,ZHT2,Num,8,Imputation flag: Energy used for secondary heating,"0=Reported
1=Imputed
9=Inapplicable"
get rid of,787,ZCOOL,Num,8,Imputation flag: Energy used for cooling,"0=Reported
1=Imputed
9=Inapplicable"
get rid of,788,ZWATR,Num,8,Imputation flag: Energy used for water heating,"0=Reported
1=Imputed
9=Inapplicable"
get rid of,789,ZCOOK,Num,8,Imputation flag: Energy used for cooking,"0=Reported
1=Imputed
9=Inapplicable"
get rid of,790,ZMANU,Num,8,Imputation flag: Energy used for manufacturing,"0=Reported
1=Imputed
9=Inapplicable"
get rid of,791,ZELUSED,Num,8,Imputation flag: Electricity used,"0=Reported
1=Imputed
9=Inapplicable"
get rid of,792,ZNGUSED,Num,8,Imputation flag: Natural gas used,"0=Reported
1=Imputed
9=Inapplicable"
get rid of,793,ZFKUSED,Num,8,Imputation flag: Fuel oil/diesel/kerosene used,"0=Reported
1=Imputed
9=Inapplicable"
get rid of,794,ZPRUSED,Num,8,Imputation flag: Bottled gas/LPG/propane used,"0=Reported
1=Imputed
9=Inapplicable"
get rid of,795,ZSTUSED,Num,8,Imputation flag: District steam used,"0=Reported
1=Imputed
9=Inapplicable"
get rid of,796,ZHWUSED,Num,8,Imputation flag: District hot water used,"0=Reported
1=Imputed
9=Inapplicable"
get rid of,797,ZCWUSED,Num,8,Imputation flag: District chilled water used,"0=Reported
1=Imputed
9=Inapplicable"
get rid of,798,ZWOUSED,Num,8,Imputation flag: Wood used,"0=Reported
1=Imputed
9=Inapplicable"
get rid of,799,ZCOUSED,Num,8,Imputation flag: Coal used,"0=Reported
1=Imputed
9=Inapplicable"
get rid of,800,ZSOUSED,Num,8,Imputation flag: Solar used,"0=Reported
1=Imputed
9=Inapplicable"
get rid of,801,ZOTUSED,Num,8,Imputation flag: Other energy source used,"0=Reported
1=Imputed
9=Inapplicable"
get rid of,802,ZFKTYPE,Num,8,"Imputation flag: Specify fuel oil, diesel, or kerosene","0=Reported
1=Imputed
9=Inapplicable"
get rid of,803,ZSOPANEL,Num,8,Imputation flag: Solar panels used to generate electricity,"0=Reported
1=Imputed
9=Inapplicable"
get rid of,804,ZHEATP,Num,8,Imputation flag: Percent heated,"0=Reported
1=Imputed
9=Inapplicable"
get rid of,805,ZHTLS50,Num,8,Imputation flag: Heated to less than 50 degrees,"0=Reported
1=Imputed
9=Inapplicable"
get rid of,806,ZELHT1,Num,8,Imputation flag: Electricity used for main heating,"0=Reported
1=Imputed
9=Inapplicable"
get rid of,807,ZNGHT1,Num,8,Imputation flag: Natural gas used for main heating,"0=Reported
1=Imputed
9=Inapplicable"
get rid of,808,ZFKHT1,Num,8,Imputation flag: Fuel oil used for main heating,"0=Reported
1=Imputed
9=Inapplicable"
get rid of,809,ZPRHT1,Num,8,Imputation flag: Propane used for main heating,"0=Reported
1=Imputed
9=Inapplicable"
get rid of,810,ZSTHT1,Num,8,Imputation flag: District steam used for main heating,"0=Reported
1=Imputed
9=Inapplicable"
get rid of,811,ZHWHT1,Num,8,Imputation flag: District hot water used for main heating,"0=Reported
1=Imputed
9=Inapplicable"
get rid of,812,ZWOHT1,Num,8,Imputation flag: Wood used for main heating,"0=Reported
1=Imputed
9=Inapplicable"
get rid of,813,ZCOHT1,Num,8,Imputation flag: Coal used for main heating,"0=Reported
1=Imputed
9=Inapplicable"
get rid of,814,ZSOHT1,Num,8,Imputation flag: Solar used for main heating,"0=Reported
1=Imputed
9=Inapplicable"
get rid of,815,ZOTHT1,Num,8,Imputation flag: Other source used for main heating,"0=Reported
1=Imputed
9=Inapplicable"
get rid of,816,ZELHT2,Num,8,Imputation flag: Electricity used for secondary heating,"0=Reported
1=Imputed
9=Inapplicable"
get rid of,817,ZNGHT2,Num,8,Imputation flag: Natural gas used for secondary heating,"0=Reported
1=Imputed
9=Inapplicable"
get rid of,818,ZFKHT2,Num,8,Imputation flag: Fuel oil used for secondary heating,"0=Reported
1=Imputed
9=Inapplicable"
get rid of,819,ZPRHT2,Num,8,Imputation flag: Propane used for secondary heating,"0=Reported
1=Imputed
9=Inapplicable"
get rid of,820,ZSTHT2,Num,8,Imputation flag: District steam used for secondary heating,"0=Reported
1=Imputed
9=Inapplicable"
get rid of,821,ZHWHT2,Num,8,Imputation flag: District hot water used for secondary heating,"0=Reported
1=Imputed
9=Inapplicable"
get rid of,822,ZWOHT2,Num,8,Imputation flag: Wood used for secondary heating,"0=Reported
1=Imputed
9=Inapplicable"
get rid of,823,ZCOHT2,Num,8,Imputation flag: Coal used for secondary heating,"0=Reported
1=Imputed
9=Inapplicable"
get rid of,824,ZSOHT2,Num,8,Imputation flag: Solar used for secondary heating,"0=Reported
1=Imputed
9=Inapplicable"
get rid of,825,ZOTHT2,Num,8,Imputation flag: Other source used for secondary heating,"0=Reported
1=Imputed
9=Inapplicable"
get rid of,826,ZPKGHT_EL,Num,8,Imputation flag: Packaged central units powered by electricity,"0=Reported
1=Imputed
9=Inapplicable"
get rid of,827,ZBOILER_EL,Num,8,Imputation flag: Boilers powered by electricity,"0=Reported
1=Imputed
9=Inapplicable"
get rid of,828,ZHTPMPH_EL,Num,8,Imputation flag: Heat pumps powered by electricity,"0=Reported
1=Imputed
9=Inapplicable"
get rid of,829,ZFURNAC_EL,Num,8,Imputation flag: Furnaces powered by electricity,"0=Reported
1=Imputed
9=Inapplicable"
get rid of,830,ZSLFCON_EL,Num,8,Imputation flag: Individual space heaters powered by electricity,"0=Reported
1=Imputed
9=Inapplicable"
get rid of,831,ZFIREPLC_EL,Num,8,Imputation flag: Fireplaces powered by electricity,"0=Reported
1=Imputed
9=Inapplicable"
get rid of,832,ZREHEAT_EL,Num,8,Imputation flag: Duct reheat powered by electricity,"0=Reported
1=Imputed
9=Inapplicable"
get rid of,833,ZOTHTEQ_EL,Num,8,Imputation flag: Other heating equipment powered by electricity,"0=Reported
1=Imputed
9=Inapplicable"
get rid of,834,ZPKGHT_NG,Num,8,Imputation flag: Packaged central units fueled by natural gas,"0=Reported
1=Imputed
9=Inapplicable"
get rid of,835,ZBOILER_NG,Num,8,Imputation flag: Boilers fueled by natural gas,"0=Reported
1=Imputed
9=Inapplicable"
get rid of,836,ZHTPMPH_NG,Num,8,Imputation flag: Heat pumps fueled by natural gas,"0=Reported
1=Imputed
9=Inapplicable"
get rid of,837,ZFURNAC_NG,Num,8,Imputation flag: Furnaces fueled by natural gas,"0=Reported
1=Imputed
9=Inapplicable"
get rid of,838,ZSLFCON_NG,Num,8,Imputation flag: Individual space heaters fueled by natural gas,"0=Reported
1=Imputed
9=Inapplicable"
get rid of,839,ZFIREPLC_NG,Num,8,Imputation flag: Fireplaces fueled by natural gas,"0=Reported
1=Imputed
9=Inapplicable"
get rid of,840,ZOTHTEQ_NG,Num,8,Imputation flag: Other heating equipment fueled by natural gas,"0=Reported
1=Imputed
9=Inapplicable"
get rid of,841,ZBOILER_FK,Num,8,Imputation flag: Boilers fueled by fuel oil,"0=Reported
1=Imputed
9=Inapplicable"
get rid of,842,ZFURNAC_FK,Num,8,Imputation flag: Furnaces fueled by fuel oil,"0=Reported
1=Imputed
9=Inapplicable"
get rid of,843,ZSLFCON_FK,Num,8,Imputation flag: Individual space heaters fueled by fuel oil,"0=Reported
1=Imputed
9=Inapplicable"
get rid of,844,ZOTHTEQ_FK,Num,8,Imputation flag: Other heating equipment fueled by fuel oil,"0=Reported
1=Imputed
9=Inapplicable"
get rid of,845,ZPKGHT_PR,Num,8,Imputation flag: Packaged central units fueled by propane,"0=Reported
1=Imputed
9=Inapplicable"
get rid of,846,ZBOILER_PR,Num,8,Imputation flag: Boilers fueled by propane,"0=Reported
1=Imputed
9=Inapplicable"
get rid of,847,ZHTPMPH_PR,Num,8,Imputation flag: Heat pumps fueled by propane,"0=Reported
1=Imputed
9=Inapplicable"
get rid of,848,ZFURNAC_PR,Num,8,Imputation flag: Furnaces fueled by propane,"0=Reported
1=Imputed
9=Inapplicable"
get rid of,849,ZSLFCON_PR,Num,8,Imputation flag: Individual space heaters fueled by propane,"0=Reported
1=Imputed
9=Inapplicable"
get rid of,850,ZFIREPLC_PR,Num,8,Imputation flag: Fireplaces fueled by propane,"0=Reported
1=Imputed
9=Inapplicable"
get rid of,851,ZOTHTEQ_PR,Num,8,Imputation flag: Other heating equipment fueled by propane,"0=Reported
1=Imputed
9=Inapplicable"
get rid of,852,ZDIST_ST,Num,8,Imputation flag: District steam system,"0=Reported
1=Imputed
9=Inapplicable"
get rid of,853,ZAIRHAND_ST,Num,8,Imputation flag: Central air handlers for steam distribution,"0=Reported
1=Imputed
9=Inapplicable"
get rid of,854,ZFANCOIL_ST,Num,8,Imputation flag: Fan coil or induction units for steam distribution,"0=Reported
1=Imputed
9=Inapplicable"
get rid of,855,ZREHEAT_ST,Num,8,Imputation flag: Duct reheat for steam distribution,"0=Reported
1=Imputed
9=Inapplicable"
get rid of,856,ZRADIATR_ST,Num,8,Imputation flag: Radiators for steam distribution,"0=Reported
1=Imputed
9=Inapplicable"
get rid of,857,ZRADFLR_ST,Num,8,Imputation flag: Radiant floor or ceiling panels for steam distribution,"0=Reported
1=Imputed
9=Inapplicable"
get rid of,858,ZWTLOOP_ST,Num,8,Imputation flag: Water loop heat pump for steam distribution,"0=Reported
1=Imputed
9=Inapplicable"
get rid of,859,ZOTDIST_ST,Num,8,Imputation flag: Other type of steam distribution,"0=Reported
1=Imputed
9=Inapplicable"
get rid of,860,ZDIST_HW,Num,8,Imputation flag: District hot water system,"0=Reported
1=Imputed
9=Inapplicable"
get rid of,861,ZAIRHAND_HW,Num,8,Imputation flag: Central air handlers for hot water distribution,"0=Reported
1=Imputed
9=Inapplicable"
get rid of,862,ZFANCOIL_HW,Num,8,Imputation flag: Fan coil or induction units for hot water distribution,"0=Reported
1=Imputed
9=Inapplicable"
get rid of,863,ZREHEAT_HW,Num,8,Imputation flag: Duct reheat for hot water distribution,"0=Reported
1=Imputed
9=Inapplicable"
get rid of,864,ZRADIATR_HW,Num,8,Imputation flag: Radiators for hot water distribution,"0=Reported
1=Imputed
9=Inapplicable"
get rid of,865,ZRADFLR_HW,Num,8,Imputation flag: Radiant floor or ceiling panels for hot water distribution,"0=Reported
1=Imputed
9=Inapplicable"
get rid of,866,ZWTLOOP_HW,Num,8,Imputation flag: Water loop heat pump for hot water distribution,"0=Reported
1=Imputed
9=Inapplicable"
get rid of,867,ZOTDIST_HW,Num,8,Imputation flag: Other type of hot water distribution,"0=Reported
1=Imputed
9=Inapplicable"
get rid of,868,ZFURNAC_WO,Num,8,Imputation flag: Furnaces fueled by wood,"0=Reported
1=Imputed
9=Inapplicable"
get rid of,869,ZSLFCON_WO,Num,8,Imputation flag: Individual space heaters fueled by wood,"0=Reported
1=Imputed
9=Inapplicable"
get rid of,870,ZFIREPLC_WO,Num,8,Imputation flag: Fireplaces fueled by wood,"0=Reported
1=Imputed
9=Inapplicable"
get rid of,871,ZOTHTEQ_WO,Num,8,Imputation flag: Other heating equipment fueled by wood,"0=Reported
1=Imputed
9=Inapplicable"
get rid of,872,ZBOILER_CO,Num,8,Imputation flag: Boilers fueled by coal,"0=Reported
1=Imputed
9=Inapplicable"
get rid of,873,ZFURNAC_CO,Num,8,Imputation flag: Furnaces fueled by coal,"0=Reported
1=Imputed
9=Inapplicable"
get rid of,874,ZOTHTEQ_CO,Num,8,Imputation flag: Other heating equipment fueled by coal,"0=Reported
1=Imputed
9=Inapplicable"
get rid of,875,ZSOTHERM_SO,Num,8,Imputation flag: Solar thermal heating equipment,"0=Reported
1=Imputed
9=Inapplicable"
get rid of,876,ZPKGHT_OT,Num,8,Imputation flag: Packaged central units fueled by other source,"0=Reported
1=Imputed
9=Inapplicable"
get rid of,877,ZBOILER_OT,Num,8,Imputation flag: Boilers fueled by other source,"0=Reported
1=Imputed
9=Inapplicable"
get rid of,878,ZFURNAC_OT,Num,8,Imputation flag: Furnaces fueled by other source,"0=Reported
1=Imputed
9=Inapplicable"
get rid of,879,ZSLFCON_OT,Num,8,Imputation flag: Individual space heaters fueled by other source,"0=Reported
1=Imputed
9=Inapplicable"
get rid of,880,ZOTHTEQ_OT,Num,8,Imputation flag: Other heating equipment fueled by other source,"0=Reported
1=Imputed
9=Inapplicable"
get rid of,881,ZBLRAIR,Num,8,Imputation flag: Central air handlers for boiler distribution,"0=Reported
1=Imputed
9=Inapplicable"
get rid of,882,ZBLRDUCT,Num,8,Imputation flag: Duct reheat for boiler distribution,"0=Reported
1=Imputed
9=Inapplicable"
get rid of,883,ZBLRFNCL,Num,8,Imputation flag: Fan coil or induction units for boiler distribution,"0=Reported
1=Imputed
9=Inapplicable"
get rid of,884,ZBLROTD,Num,8,Imputation flag: Other type of boiler distribution,"0=Reported
1=Imputed
9=Inapplicable"
get rid of,885,ZBLRRAD,Num,8,Imputation flag: Radiators for boiler distribution,"0=Reported
1=Imputed
9=Inapplicable"
get rid of,886,ZBLRRDFL,Num,8,Imputation flag: Radiant floor or ceiling panels for boiler distribution,"0=Reported
1=Imputed
9=Inapplicable"
get rid of,887,ZBLRWTLP,Num,8,Imputation flag: Water loop heat pump for boiler distribution,"0=Reported
1=Imputed
9=Inapplicable"
get rid of,888,ZHPHPTHP,Num,8,Imputation flag: Heat pumps are PTHPs,"0=Reported
1=Imputed
9=Inapplicable"
get rid of,889,ZHPHAIR,Num,8,Imputation flag: Air source heat pump,"0=Reported
1=Imputed
9=Inapplicable"
get rid of,890,ZHPHGRD,Num,8,Imputation flag: Geothermal heat pump,"0=Reported
1=Imputed
9=Inapplicable"
get rid of,891,ZHPHDUAL,Num,8,Imputation flag: Combination air source and geothermal heat pump,"0=Reported
1=Imputed
9=Inapplicable"
get rid of,892,ZHPHWTR,Num,8,Imputation flag: Water loop heat pump,"0=Reported
1=Imputed
9=Inapplicable"
get rid of,893,ZHPHVRF,Num,8,Imputation flag: VRF system,"0=Reported
1=Imputed
9=Inapplicable"
get rid of,894,ZFURNP_EL,Num,8,Imputation flag: Pct heated by electric furnace,"0=Reported
1=Imputed
9=Inapplicable"
get rid of,895,ZPKGHP_EL,Num,8,Imputation flag: Pct heated by electric packaged unit,"0=Reported
1=Imputed
9=Inapplicable"
get rid of,896,ZBOILP_EL,Num,8,Imputation flag: Pct heated by electric boiler,"0=Reported
1=Imputed
9=Inapplicable"
get rid of,897,ZHTPHP_EL,Num,8,Imputation flag: Pct heated by electric heat pump,"0=Reported
1=Imputed
9=Inapplicable"
get rid of,898,ZSLFCNP_EL,Num,8,Imputation flag: Pct heated by electric space heater,"0=Reported
1=Imputed
9=Inapplicable"
get rid of,899,ZFIREPLP_EL,Num,8,Imputation flag: Pct heated by electric fireplace,"0=Reported
1=Imputed
9=Inapplicable"
get rid of,900,ZREHEATP_EL,Num,8,Imputation flag: Pct heated by electric duct reheat,"0=Reported
1=Imputed
9=Inapplicable"
get rid of,901,ZOTHTP_EL,Num,8,Imputation flag: Pct heated by electric heating equipment,"0=Reported
1=Imputed
9=Inapplicable"
get rid of,902,ZFURNP_NG,Num,8,Imputation flag: Pct heated by natural gas furnace,"0=Reported
1=Imputed
9=Inapplicable"
get rid of,903,ZPKGHP_NG,Num,8,Imputation flag: Pct heated by natural gas packaged unit,"0=Reported
1=Imputed
9=Inapplicable"
get rid of,904,ZBOILP_NG,Num,8,Imputation flag: Pct heated by natural gas boiler,"0=Reported
1=Imputed
9=Inapplicable"
get rid of,905,ZHTPHP_NG,Num,8,Imputation flag: Pct heated by natural gas heat pump,"0=Reported
1=Imputed
9=Inapplicable"
get rid of,906,ZSLFCNP_NG,Num,8,Imputation flag: Pct heated by natural gas space heater,"0=Reported
1=Imputed
9=Inapplicable"
get rid of,907,ZFIREPLP_NG,Num,8,Imputation flag: Pct heated by natural gas fireplace,"0=Reported
1=Imputed
9=Inapplicable"
get rid of,908,ZOTHTP_NG,Num,8,Imputation flag: Pct heated by other natural gas heating equipment,"0=Reported
1=Imputed
9=Inapplicable"
get rid of,909,ZFURNP_FK,Num,8,Imputation flag: Pct heated by fuel oil furnace,"0=Reported
1=Imputed
9=Inapplicable"
get rid of,910,ZBOILP_FK,Num,8,Imputation flag: Pct heated by fuel oil boiler,"0=Reported
1=Imputed
9=Inapplicable"
get rid of,911,ZSLFCNP_FK,Num,8,Imputation flag: Pct heated by fuel oil space heater,"0=Reported
1=Imputed
9=Inapplicable"
get rid of,912,ZOTHTP_FK,Num,8,Imputation flag: Pct heated by other fuel oil heating equipment,"0=Reported
1=Imputed
9=Inapplicable"
get rid of,913,ZFURNP_PR,Num,8,Imputation flag: Pct heated by propane furnace,"0=Reported
1=Imputed
9=Inapplicable"
get rid of,914,ZPKGHP_PR,Num,8,Imputation flag: Pct heated by propane packaged unit,"0=Reported
1=Imputed
9=Inapplicable"
get rid of,915,ZBOILP_PR,Num,8,Imputation flag: Pct heated by propane boiler,"0=Reported
1=Imputed
9=Inapplicable"
get rid of,916,ZHTPHP_PR,Num,8,Imputation flag: Pct heated by propane heat pump,"0=Reported
1=Imputed
9=Inapplicable"
get rid of,917,ZSLFCNP_PR,Num,8,Imputation flag: Pct heated by propane space heater,"0=Reported
1=Imputed
9=Inapplicable"
get rid of,918,ZFIREPLP_PR,Num,8,Imputation flag: Pct heated by propane fireplace,"0=Reported
1=Imputed
9=Inapplicable"
get rid of,919,ZOTHTP_PR,Num,8,Imputation flag: Pct heated by propane heating equipment,"0=Reported
1=Imputed
9=Inapplicable"
get rid of,920,ZSTHWP_ST,Num,8,Imputation flag: Pct heated by district steam heating system,"0=Reported
1=Imputed
9=Inapplicable"
get rid of,921,ZSTHWP_HW,Num,8,Imputation flag: Pct heated by district hot water heating system,"0=Reported
1=Imputed
9=Inapplicable"
get rid of,922,ZFURNP_WO,Num,8,Imputation flag: Pct heated by wood furnace,"0=Reported
1=Imputed
9=Inapplicable"
get rid of,923,ZSLFCNP_WO,Num,8,Imputation flag: Pct heated by wood space heater,"0=Reported
1=Imputed
9=Inapplicable"
get rid of,924,ZFIREPLP_WO,Num,8,Imputation flag: Pct heated by wood fireplace,"0=Reported
1=Imputed
9=Inapplicable"
get rid of,925,ZOTHTP_WO,Num,8,Imputation flag: Pct heated by other wood heating equipment,"0=Reported
1=Imputed
9=Inapplicable"
get rid of,926,ZFURNP_CO,Num,8,Imputation flag: Pct heated by coal furnace,"0=Reported
1=Imputed
9=Inapplicable"
get rid of,927,ZBOILP_CO,Num,8,Imputation flag: Pct heated by coal boiler,"0=Reported
1=Imputed
9=Inapplicable"
get rid of,928,ZOTHTP_CO,Num,8,Imputation flag: Pct heated by other coal heating equipment,"0=Reported
1=Imputed
9=Inapplicable"
get rid of,929,ZSOTHERMP_SO,Num,8,Imputation flag: Pct heated by solar thermal heating,"0=Reported
1=Imputed
9=Inapplicable"
get rid of,930,ZFURNP_OT,Num,8,Imputation flag: Pct heated by other source furnace,"0=Reported
1=Imputed
9=Inapplicable"
get rid of,931,ZPKGHP_OT,Num,8,Imputation flag: Pct heated by other source packaged unit,"0=Reported
1=Imputed
9=Inapplicable"
get rid of,932,ZBOILP_OT,Num,8,Imputation flag: Pct heated by other source boiler,"0=Reported
1=Imputed
9=Inapplicable"
get rid of,933,ZSLFCNP_OT,Num,8,Imputation flag: Pct heated by other source space heater,"0=Reported
1=Imputed
9=Inapplicable"
get rid of,934,ZOTHTP_OT,Num,8,Imputation flag: Pct heated by other source other heating equipment,"0=Reported
1=Imputed
9=Inapplicable"
get rid of,935,ZMAINHT,Num,8,Imputation flag: Main heating equipment,"0=Reported
1=Imputed
9=Inapplicable"
get rid of,936,ZNWMNHT,Num,8,Imputation flag: Main heating replaced,"0=Reported
1=Imputed
9=Inapplicable"
get rid of,937,ZCOOLP,Num,8,Imputation flag: Percent cooled,"0=Reported
1=Imputed
9=Inapplicable"
get rid of,938,ZELCOOL,Num,8,Imputation flag: Electricity used for air conditioning,"0=Reported
1=Imputed
9=Inapplicable"
get rid of,939,ZNGCOOL,Num,8,Imputation flag: Natural gas used for air conditioning,"0=Reported
1=Imputed
9=Inapplicable"
get rid of,940,ZFKCOOL,Num,8,Imputation flag: Fuel oil used for air conditioning,"0=Reported
1=Imputed
9=Inapplicable"
get rid of,941,ZPRCOOL,Num,8,Imputation flag: Propane used for air conditioning,"0=Reported
1=Imputed
9=Inapplicable"
get rid of,942,ZSTCOOL,Num,8,Imputation flag: District steam used for air conditioning,"0=Reported
1=Imputed
9=Inapplicable"
get rid of,943,ZCWCOOL,Num,8,Imputation flag: District chilled water used for air conditioning,"0=Reported
1=Imputed
9=Inapplicable"
get rid of,944,ZOTCOOL,Num,8,Imputation flag: Other energy source used for air conditioning,"0=Reported
1=Imputed
9=Inapplicable"
get rid of,945,ZRCAC_EL,Num,8,Imputation flag: Residential-type split system electric A/C,"0=Reported
1=Imputed
9=Inapplicable"
get rid of,946,ZPKGCL_EL,Num,8,Imputation flag: Packaged electric A/C units (rooftop units),"0=Reported
1=Imputed
9=Inapplicable"
get rid of,947,ZCHILLR_EL,Num,8,Imputation flag: Central chillers powered by electricity,"0=Reported
1=Imputed
9=Inapplicable"
get rid of,948,ZHTPMPC_EL,Num,8,Imputation flag: Heat pumps for A/C (electric),"0=Reported
1=Imputed
9=Inapplicable"
get rid of,949,ZACWNWL_EL,Num,8,Imputation flag: Individual room or portable A/C (electric),"0=Reported
1=Imputed
9=Inapplicable"
get rid of,950,ZEVAPCL_EL,Num,8,Imputation flag: Swamp or evaporative A/C (electric),"0=Reported
1=Imputed
9=Inapplicable"
get rid of,951,ZOTCLEQ_EL,Num,8,Imputation flag: Other type of A/C powered by electricity,"0=Reported
1=Imputed
9=Inapplicable"
get rid of,952,ZHPCPTHP,Num,8,Imputation flag: Heat pumps (for A/C) are PTHPs,"0=Reported
1=Imputed
9=Inapplicable"
get rid of,953,ZHPCAIR,Num,8,Imputation flag: Air source heat pump for A/C,"0=Reported
1=Imputed
9=Inapplicable"
get rid of,954,ZHPCGRD,Num,8,Imputation flag: Geothermal heat pump for A/C,"0=Reported
1=Imputed
9=Inapplicable"
get rid of,955,ZHPCDUAL,Num,8,Imputation flag: Combination air source and geothermal heat pump for A/C,"0=Reported
1=Imputed
9=Inapplicable"
get rid of,956,ZHPCWTR,Num,8,Imputation flag: Water loop heat pump for A/C,"0=Reported
1=Imputed
9=Inapplicable"
get rid of,957,ZCHILLR_NG,Num,8,Imputation flag: Central chillers fueled by natural gas,"0=Reported
1=Imputed
9=Inapplicable"
get rid of,958,ZOTCLEQ_NG,Num,8,Imputation flag: Other type of A/C fueled by natural gas,"0=Reported
1=Imputed
9=Inapplicable"
get rid of,959,ZCHILLR_FK,Num,8,Imputation flag: Central chillers fueled by fuel oil,"0=Reported
1=Imputed
9=Inapplicable"
get rid of,960,ZOTCLEQ_FK,Num,8,Imputation flag: Other type of A/C fueled by fuel oil,"0=Reported
1=Imputed
9=Inapplicable"
get rid of,961,ZCHILLR_PR,Num,8,Imputation flag: Central chillers fueled by propane,"0=Reported
1=Imputed
9=Inapplicable"
get rid of,962,ZOTCLEQ_PR,Num,8,Imputation flag: Other type of A/C fueled by propane,"0=Reported
1=Imputed
9=Inapplicable"
get rid of,963,ZCHILLR_ST,Num,8,Imputation flag: Central chillers fueled by district steam,"0=Reported
1=Imputed
9=Inapplicable"
get rid of,964,ZOTCLEQ_ST,Num,8,Imputation flag: Other type of A/C fueled by district steam,"0=Reported
1=Imputed
9=Inapplicable"
get rid of,965,ZOTCLEQ_OT,Num,8,Imputation flag: Other type of A/C powered by other source,"0=Reported
1=Imputed
9=Inapplicable"
get rid of,966,ZDIST_CW,Num,8,Imputation flag: District chilled water system,"0=Reported
1=Imputed
9=Inapplicable"
get rid of,967,ZCWAIR,Num,8,Imputation flag: Central air handlers for chilled water distribution,"0=Reported
1=Imputed
9=Inapplicable"
get rid of,968,ZCWFNCL,Num,8,Imputation flag: Fan coil or induction units for chilled water distribution,"0=Reported
1=Imputed
9=Inapplicable"
get rid of,969,ZCWBEAM,Num,8,Imputation flag: Chilled beam for chilled water distribution,"0=Reported
1=Imputed
9=Inapplicable"
get rid of,970,ZCWWTLP,Num,8,Imputation flag: Water loop heat pump for chilled water distribution,"0=Reported
1=Imputed
9=Inapplicable"
get rid of,971,ZCWOTD,Num,8,Imputation flag: Other type of chilled water distribution,"0=Reported
1=Imputed
9=Inapplicable"
get rid of,972,ZCHLAIR,Num,8,Imputation flag: Central air handlers for central chiller distribution,"0=Reported
1=Imputed
9=Inapplicable"
get rid of,973,ZCHLFNCL,Num,8,Imputation flag: Fan coil or induction units for central chiller distribution,"0=Reported
1=Imputed
9=Inapplicable"
get rid of,974,ZCHLBEAM,Num,8,Imputation flag: Chilled beam for central chiller distribution,"0=Reported
1=Imputed
9=Inapplicable"
get rid of,975,ZCHLWTLP,Num,8,Imputation flag: Water loop heat pump for central chiller distribution,"0=Reported
1=Imputed
9=Inapplicable"
get rid of,976,ZCHLOTD,Num,8,Imputation flag: Other type of central chiller distribution,"0=Reported
1=Imputed
9=Inapplicable"
get rid of,977,ZCHLAIRCL,Num,8,Imputation flag: Air-cooled central chiller,"0=Reported
1=Imputed
9=Inapplicable"
get rid of,978,ZCHLWTRCL,Num,8,Imputation flag: Water-cooled central chiller,"0=Reported
1=Imputed
9=Inapplicable"
get rid of,979,ZCHLABSRP,Num,8,Imputation flag: Absorption central chiller,"0=Reported
1=Imputed
9=Inapplicable"
get rid of,980,ZRCACP_EL,Num,8,Imputation flag: Pct cooled by electric residential-type split system A/C,"0=Reported
1=Imputed
9=Inapplicable"
get rid of,981,ZPKGCP_EL,Num,8,Imputation flag: Pct cooled by electric packaged A/C units,"0=Reported
1=Imputed
9=Inapplicable"
get rid of,982,ZCHILP_EL,Num,8,Imputation flag: Pct cooled by electric central chillers,"0=Reported
1=Imputed
9=Inapplicable"
get rid of,983,ZHTPCP_EL,Num,8,Imputation flag: Pct cooled by electric heat pumps,"0=Reported
1=Imputed
9=Inapplicable"
get rid of,984,ZACWNWP_EL,Num,8,Imputation flag: Pct cooled by electric individual A/C,"0=Reported
1=Imputed
9=Inapplicable"
get rid of,985,ZEVAPP_EL,Num,8,Imputation flag: Pct cooled by electric swamp coolers,"0=Reported
1=Imputed
9=Inapplicable"
get rid of,986,ZOTCLP_EL,Num,8,Imputation flag: Pct cooled by electric other type of A/C,"0=Reported
1=Imputed
9=Inapplicable"
get rid of,987,ZCHILP_NG,Num,8,Imputation flag: Pct cooled by natural gas central chillers,"0=Reported
1=Imputed
9=Inapplicable"
get rid of,988,ZOTCLP_NG,Num,8,Imputation flag: Pct cooled by natural gas other type of A/C,"0=Reported
1=Imputed
9=Inapplicable"
get rid of,989,ZCHILP_FK,Num,8,Imputation flag: Pct cooled by fuel oil central chillers,"0=Reported
1=Imputed
9=Inapplicable"
